Name,Longitude,Main_Cuisine,Latitude,Address,District_Code,Cuisine,Type_Code,Info_Code,Exp_Date,Location_Tag,Sub_Cuisine,Price_Range,YYYYMM
11 蚊串燒,114.16014,Hong Kong Style,22.32103,"G/F, TAI LEE BUILDING, 35 KOK CHEUNG STREET, TAI KOK TSUI, KOWLOON",62,,RL,,2025-10-06,Tai Kok Tsui,Skewer,$51-100,202501
1111 ONES,114.15668,Western,22.28059,"11/F., 18 ON LAN STREET, CENTRAL, HONG KONG",18,International,RL,,2025-06-09,Central,Fine Dining,Above $801,202501
120冰室,114.13446,Hong Kong Style,22.28676,"SHOP 7, GROUND FLOOR, KWAN YICK BUILDING PHASE 1, 430-440A DES VOEUX ROAD WEST, WESTERN, HONG KONG",18,Tea Restaurant,RL,,2025-12-20,Western District,Tea Restaurant,$51-100,202501
120叮叮酸辣粉,114.13507,Mainland China,22.28652,"SHOP NO. 7, G/F., YIP CHEUNG BUILDING, NOS. 443-453 QUEEN'S ROAD WEST, NOS. 426-428B DES VOEUX ROAD WEST & NOS. 4-16 HILL ROAD, WESTERN, HONG KONG",18,,RR,,2025-06-26,Western District,,$51-100,202501
126 CATERING LTD.,114.18797,Mainland China,22.32118,"PORTION B OF SHOP 1 & PORTION B OF SHOP 2A, G/F, GREATWALL BUILDING, 16-26 TAM KUNG RD., TO KWA WAN, KOWLOON",52,"Guangdong, Seafood",RL,,2025-05-23,Lei Yue Mun,Seafood,$201-400,202501
128 特式小食店,114.13807,Hong Kong Style,22.33708,"SHOP NO. 28A, PODIUM FLOOR, MEI FOO SUN CHUEN, 15 BROADWAY STREET, SHAM SHUI PO, KOWLOON",63,,RR,,2025-09-16,Mei Foo,,Below $50,202501
12F BAR,114.17061,Hong Kong Style,22.31445,"7/F., GRAND PLACE, 558-560 NATHAN ROAD, YAU MA TEI, KOWLOON",61,,RL,,2025-08-17,Sham Shui Po,Wine,$201-400,202501
12燒,114.12971,Hong Kong Style,22.35781,"SHOP 14, G/F, KWAI FONG PLAZA, KWAI FONG ESTATE, 177 HING FONG ROAD, KWAI CHUNG, NEW TERRITORIES",91,,RL,,2025-07-20,Kwai Fong,Sichuan,$51-100,202501
133 LOUNGE,114.16862,Western,22.44812,"G/F, 133 KWONG FUK ROAD, TAI PO, NEW TERRITORIES",95,Western,RR,,2025-06-30,Tai Po,,$101-200,202501
138吧,114.16957,Hong Kong Style,22.31563,"1/F, MAX COMMERCIAL BUILDING, NO. 138 PORTLAND STREET, MONG KOK, KOWLOON",62,,RR,,2025-03-26,Mong Kok,Wine,Below $50,202501
13E,114.1827,Western,22.28071,"13/F, EVERNEW HOUSE, 485 LOCKHART ROAD, WAN CHAI, HONG KONG",12,Western,RR,,2025-05-29,Cheung Sha Wan,Coffee Shop,$51-100,202501
1453 Ottoman Mediterranean Cuisine,114.17085,Western,22.3171,"G/F, 19 TUNG CHOI STREET, MONG KOK, KOWLOON",62,,RL,,2025-01-14,Mong Kok,Turkish,$101-200,202501
1523 釗級廚房,114.02516,,22.44121,"SHOP 18, G/F, YEE FUNG GARDEN, 38 MA TIN ROAD, YUEN LONG, NEW TERRITORIES",94,,RR,,2025-01-08,,,,202501
168,114.17784,Hong Kong Style,22.37648,"SHOP B, G/F, 32 CHIK CHUEN STREET, TAI WAI, SHA TIN, NEW TERRITORIES",97,,RR,,2025-09-17,Tai Wai,Skewer,$51-100,202501
16座車仔麵,114.16983,Hong Kong Style,22.32492,"G/F, 215 FA YUEN STREET, MONG KOK, KOWLOON",62,,RR,,2025-11-25,Prince Edward,Food Stall Noodles,Below $50,202501
18 GRAMS,114.18338,Western,22.28166,"SHOP NO. 1B & 1C, GROUND FLOOR, HOI TO COURT, NO. 15 CANNON STREET, HONG KONG",12,"Western, All Day Breakfast",RR,,2025-01-18,Causeway Bay,All Day Breakfast,$51-100,202501
181冰室,114.15354,Hong Kong Style,22.28531,"UNIT 101A, 1/F., GRAND MILLENNIUM PLAZA, 181 QUEEN'S ROAD CENTRAL, CENTRAL, HONG KONG",18,Tea Restaurant,RR,,2025-07-28,Sheung Wan,Tea Restaurant,Below $50,202501
1862 Bar De Tapas Y Vino,114.15446,Western,22.28112,"SHOP 14-G01, GROUND FLOOR, D HALL, CENTRAL POLICE STATION, NO. 10 HOLLYWOOD ROAD, CENTRAL, HONG KONG",18,,RL,,2025-03-12,Central,Wine,$201-400,202501
1880,114.21274,Western,22.28755,"PORTION A OF 4/F, TWO TAIKOO PLACE, TAIKOO PLACE, 979 KING'S ROAD, QUARRY BAY, HONG KONG",11,Western,RL,#G,2025-04-13,Quarry Bay,Wine,$201-400,202501
1880 Hong Kong,114.17836,Western,22.24471,"PORTION A OF 2/F AND PORTION A OF 3/F, TWO TAIKOO PLACE, TAIKOO PLACE, 979 KING'S ROAD, QUARRY BAY, HONG KONG",11,Western,RL,#E#F#G#H,2025-04-13,Quarry Bay,Wine,$201-400,202501
1880 Hong Kong,114.21274,Western,22.28755,"PORTION A OF 1/F, TWO TAIKOO PLACE, TAIKOO PLACE, 979 KING'S ROAD, QUARRY BAY, HONG KONG",11,Western,RR,,2025-06-02,Quarry Bay,Wine,$201-400,202501
18TH HOT POT,114.1697,Mainland China,22.31628,"18/F, CHONG HING SQUARE, 601 NATHAN ROAD, MONG KOK, KOWLOON",62,Guangdong,RL,,2025-09-29,Mong Kok,Hot Pot,$201-400,202501
18th HOT POT,114.11671,Mainland China,22.37007,"18/F, TAI HUNG FAI (TSUEN WAN) CENTRE, 55 CHUNG ON STREET, TSUEN WAN, NEW TERRITORIES",92,Guangdong,RL,,2025-05-04,Mong Kok,Hot Pot,$201-400,202501
19 Luk Hop Cafe,114.19969,Japanese,22.33729,"G/F (PORTION) AND 1/F (PORTION), 19 LUK HOP STREET, SAN PO KONG, KOWLOON",53,"Japanese, Western",RL,#F#G#H,2025-01-23,Tsim Sha Tsui,Western,$101-200,202501
1908BC,114.15214,Mainland China,22.28544,"5/F., THE PEMBERTON, 22-26 BONHAM STRAND, SHEUNG WAN, HONG KONG",18,"Guangdong, British",RL,,2025-01-27,Sheung Wan,British,$201-400,202501
1935,114.15602,Mainland China,22.28076,"19/F., WELLINGTON PLACE, 2-8 WELLINGTON STREET, CENTRAL, HONG KONG",18,,RL,,2025-02-28,Central,Shanghai,$401-800,202501
1946 BAR & RESTAURANT,114.17916,Mainland China,22.27882,"G/F, 353 HENNESSY ROAD, WAN CHAI, HONG KONG",12,,RL,,2025-03-14,Central,Shanghai,$401-800,202501
1963 TREEE,114.1755,Taiwan,22.27691,"2/F, CHUNG WUI APARTMENTS, NO. 110 WAN CHAI ROAD, WAN CHAI, HONG KONG",12,,RL,,2025-03-08,Wan Chai,Salt & Sugar Reduction Restaurant,$101-200,202501
1968 Bistro,114.16242,Western,22.32942,"G/F, NO. 200 YU CHAU STREET, SHAM SHUI PO, KOWLOON",63,Western,RL,,2025-06-04,Sham Shui Po,Pizza,$51-100,202501
1968 Bistro,114.25887,Western,22.31098,"SHOP 102 AND UNIT NO. SA02, 1/F, TKO SPOT, 2 TONG MING STREET, TSEUNG KWAN O, NEW TERRITORIES",98,Western,RL,,2025-10-11,Sham Shui Po,Pizza,$51-100,202501
1986 地道越南餐廳,114.18949,Vietnamese,22.32256,"G/F, SHOP A, TUNG PO BUILDING, 60A, 60B & 62 PAK TAI STREET, KOWLOON",52,,RL,,2025-09-29,To Kwa Wan,,$51-100,202501
1986正宗越南料理,113.97518,Vietnamese,22.39763,"SHOP 17A, G/F, HONLEY COURT, 94-110 TUEN MUN HEUNG SZE WUI ROAD, TUEN MUN, NEW TERRITORIES",93,,RR,,2025-03-04,To Kwa Wan,,$51-100,202501
1987 PLUS,114.03183,Western,22.4447,"SHOP 7,  G/F, CHUN CHU HOUSE, 1 CASTLE PEAK ROAD, YUEN LONG, NEW TERRITORIES",94,Western,RL,,2025-07-11,Yuen Long,,$201-400,202501
1樓冰室,114.02961,Hong Kong Style,22.44489,"G/F, 9 KUK TING STREET, YUEN LONG, NEW TERRITORIES",94,Tea Restaurant,RL,,2026-01-22,Yuen Long,Tea Restaurant,Below $50,202501
2 CAFE,114.19772,Hong Kong Style,22.39575,"SHOP NO. 101A, FIRST FLOOR, THE ARLES, 1 AU PUI WAN STREET, FO TAN, NEW TERRITORIES",97,Tea Restaurant,RL,,2025-03-22,Sha Tin,Tea Restaurant,$51-100,202501
2 Cafe,114.1523,Hong Kong Style,22.28539,"G/F, GEE TUCK BUILDING, NOS. 16-20 BONHAM STRAND, SHEUNG WAN, HONG KONG",18,Tea Restaurant,RL,,2025-05-16,Sha Tin,Tea Restaurant,$51-100,202501
2 Cafe,114.169,Hong Kong Style,22.31862,"SHOPS B3, B4, D&E, G/F, FAR EAST BANK MONGKOK BUILDING, NO. 240-244 PORTLAND STREET, MONGKOK, KOWLOON",62,Tea Restaurant,RL,,2025-03-19,Sha Tin,Tea Restaurant,$51-100,202501
2 Cafe,114.19114,Hong Kong Style,22.38301,"SHOP 3005, LEVEL 3, SHATIN LUCKY PLAZA, 1-15 WANG POK STREET, SHA TIN, NEW TERRITORIES",97,Tea Restaurant,RL,,2025-03-07,Sha Tin,Tea Restaurant,$51-100,202501
2 Cafe,114.19772,Hong Kong Style,22.3979,"G/F AND B/F, CHEONG K. BUILDING, 84 AND 86 DES VOEUX ROAD CENTRAL, CENTRAL, HONG KONG",18,Tea Restaurant,RL,,2025-06-10,Sha Tin,Tea Restaurant,$51-100,202501
2 GOOD BAKERY,114.17083,Western,22.30678,"G/F, 119 PARKES STREET, YAU MA TEI, KOWLOON",61,Western,RR,,2025-04-16,Jordan,Dessert,Below $50,202501
2 Kims' Pocha,114.17465,Korean,22.29795,"G/F, 4 HART AVENUE, TSIM SHA TSUI, KOWLOON",61,,RL,#G,2025-07-23,Tsim Sha Tsui,Wine,$201-400,202501
2 SUP,114.1441,Western,22.28486,"G/F., 20 HIGH STREET, SAI YING PUN, HONG KONG",18,International,RL,,2025-04-24,Western District,,$401-800,202501
2 Soon Cafe,114.16877,Western,22.3262,"G/F, NO.324 SAI YEUNG CHOI STREET NORTH, MONG KOK, KOWLOON",62,Western,RR,,2025-09-04,Prince Edward,Coffee Shop,$101-200,202501
2+2 Cafe & Bar,114.18854,Hong Kong Style,22.3796,"LEVEL 1, COFFEE SHOP & SITTING LOUNGE AND THE OUTSIDE SEATING ACCOMMODATION AT SIDE, ROYAL PARK HOTEL, 8 PAK HOK TING STREET, STTL 183, SHA TIN, NEW TERRITORIES",97,Tea Restaurant,RL,#A#E#F#G#H,2025-12-07,Sha Tin,Tea Restaurant,$51-100,202501
208 ITALIAN,114.17619,Western,22.27732,"SHOP A ON G/F & PORTION OF SHOP A & SHOP B ON 1/F., TAI PING MANSION, NOS. 208-214 HOLLYWOOD ROAD & NOS. 21-27 TAI PING SHAN STREET, HONG KONG",18,,RL,#F,2025-11-24,Sheung Wan,,$201-400,202501
21 Café & Bar,114.1698,,22.31513,"21/F, HANWAY COMMERCIAL CENTRE, 36 DUNDAS STREET, MONG KOK, KOWLOON",61,,RR,,2025-08-23,,,,202501
22 Ships,114.15167,Western,22.28326,"UNITS S109-S113 ON 1/F., STAUNTON (BLOCK A), PMQ, 35 ABERDEEN STREET, CENTRAL, HONG KONG",18,,RL,#E#F#G,2025-02-22,Central,,$401-800,202501
22 Ships,114.17109,Western,22.27622,"SHOP NO. 6, G/F., COMMERCIAL PORTION OF J RESIDENCE, 60 JOHNSTON ROAD, WAN CHAI, HONG KONG",12,,RL,#F,2025-06-02,Central,,$401-800,202501
222 RESTAURANT,114.00667,Hong Kong Style,22.44922,"G/F, 222 SHEUNG CHEUNG WAI, PING SHAN, YUEN LONG, NEW TERRITORIES",94,,RL,,2025-09-04,Tin Shui Wai,Brunch,$51-100,202501
23 CAFE,114.19248,Hong Kong Style,22.33342,"COOKED FOOD STALL NO. 8, G/F, COMMERCIAL COMPLEX (ALSO KNOWN AS TUNG TAU SHOPPING CENTRE), TUNG TAU (II) ESTATE, 183 TUNG TAU TSUEN ROAD, WONG TAI SIN, KOWLOON",53,Tea Restaurant,RL,,2025-05-09,Mong Kok,Tea Restaurant,$51-100,202501
24 Food Station,114.13646,Western,22.28627,"SHOP 12, G/F., WHITTY STREET COURT, 24 WHITTY STREET, SHEK TONG TSUI, HONG KONG",18,International,RL,,2025-07-10,Western District,Dessert,$51-100,202501
24 YUMMY,114.13609,Western,22.28604,"G/F. (REAR PORTION), NOS. 425T & 425U QUEEN'S ROAD WEST, HONG KONG",18,International,RL,#G#H,2025-04-16,Western District,,Below $50,202501
24-35 Fusion Fast Food,114.17931,Other,22.27806,"SHOP E1, G/F, HUNG YIP BUILDING, NO. 234-236 WAN CHAI ROAD, HONG KONG",12,,RL,,2025-12-22,Wan Chai,Nepalese,$51-100,202501
27 KEBAB HOUSE,114.172,Other,22.27791,"SHOP D, G/F, KING TAO BUILDING, 94-100 LOCKHART ROAD, WAN CHAI, HONG KONG",12,,RL,,2025-07-24,Wan Chai,Turkish,$51-100,202501
27 KEBAB HOUSE,114.17447,Other,22.29816,"SHOP 1, G/F, SUPREME HOUSE, NO. 2A HART AVENUE, TSIM SHA TSUI, KOWLOON",61,,RL,,2025-10-03,Wan Chai,Turkish,$51-100,202501
27 KEBAB HOUSE,114.18523,Other,22.26997,"G/F., NO. 2 BLUE POOL ROAD, HAPPY VALLEY, HONG KONG",12,,RL,,2025-03-09,Wan Chai,Turkish,$51-100,202501
28 DISCOVERY CAFE,114.20055,Western,22.2917,"GROUND FLOOR (PORTIONS) AND BASEMENT (PORTION), CHINA UNITED CENTRE, 28 MARBLE ROAD, NORTH POINT, HONG KONG",11,International,RL,,2025-06-26,North Point,Coffee Shop,$51-100,202501
28 RESTAURANT,114.27107,Western,22.38138,"G/F & COCKLOFT, BLOCK B, MAN YEE WAN SAN TSUEN, NO. 28 YI CHUN STREET, SAI KUNG, NEW TERRITORIES",98,"International, Seafood",RL,,2025-08-27,Sai Kung,Seafood,$51-100,202501
29 COFFEE,114.1526,Western,22.28528,"SHOP G2, G/F., STRAND 50, 50 BONHAM STRAND, SHEUNG WAN, HONG KONG",18,International,RR,,2025-01-05,Ngau Tau Kok,Sandwich,Below $50,202501
298 NIKUYA ROOM,114.1549,Japanese,22.28296,"2/F., PEARL ORIENTAL HOUSE, NO. 60 STANLEY STREET, HONG KONG",18,Japanese,RL,,2025-11-24,Central,Roast Meat,$401-800,202501
3 Italiani,113.9461,Western,22.29532,"SHOP G07, G/F., SHERATON HONG KONG TUNG CHUNG HOTEL, 9 YI TUNG ROAD, TUNG CHUNG, LANTAU ISLAND, HONG KONG",17,,RR,,2025-07-01,Tung Chung,Coffee Shop,$51-100,202501
3 dots,114.14278,Japanese,22.32806,"1/F, FAT CHEONG GROUP BUILDING, 93 WAI YIP STREET, KWUN TONG, KOWLOON",51,"Japanese, Western",RR,,2025-11-26,Ngau Tau Kok,Western,$101-200,202501
3.3 CAFE,114.10782,Hong Kong Style,22.35927,"SHOP UNITS. G24 & G25, G/F, MARITIME SQUARE, 33 TSING KING ROAD, TSING YI, NEW TERRITORIES",91,Tea Restaurant,RL,,2025-07-30,Tsing Yi,Tea Restaurant,$51-100,202501
3.3 CAFE,114.19999,Hong Kong Style,22.33326,"SHOP NO. B127, B1/F, AIRSIDE, 2 CONCORDE ROAD, KAI TAK, KOWLOON",52,Tea Restaurant,RL,,2025-05-26,Tsing Yi,Tea Restaurant,$51-100,202501
328 茶餐廳,114.17772,Hong Kong Style,22.36628,"SHOP NO 217, G/F, DD 189, LOT 1631, TIN SAM VILLAGE, TAI WAI, SHA TIN, NEW TERRITORIES",97,,RL,,2025-05-31,Tai Wai,Skewer,Below $50,202501
33 GLASSERIE,114.20939,Western,22.32122,"SHOP NO. 1, 2/F., EXCHANGE TOWER, NO. 33 WANG CHIU ROAD, KOWLOON BAY, KOWLOON",51,Western,RL,,2025-04-02,Kowloon Bay,Western,$101-200,202501
357 CAFE,114.19917,Western,22.47392,"GROUND FLOOR, FLAT B, 35A TSENG TAU TSUEN (D.D.165, LOT NO.1545), TAI PO, NEW TERRITORIES",95,International,RR,,2025-05-27,Yuen Long,Coffee Shop,$51-100,202501
3A Kitchen,114.11581,Western,22.36733,"SHOP 18-20, 16/F , PLAZA 88, NO. 88 YEUNG UK ROAD, TSUEN WAN, NEW TERRITORIES",92,International,RL,#G,2025-09-11,Tsuen Wan,Big Bowl Feast,$201-400,202501
3T BAR,114.17894,Western,22.27454,"MINOR PORTION, G/F., 387-397 QUEEN'S ROAD EAST, HONG KONG",12,Western,RR,,2025-07-08,Wan Chai,Wine,$101-200,202501
3hreesixty,114.16166,Western,22.30492,"SHOP NO. 1090 (PORTION N), FIRST LEVEL AT ELEMENTS, UNION SQUARE, 1 AUSTIN ROAD WEST, KOWLOON STATION, KOWLOON",61,Western,RL,#G#H,2025-01-18,Tuen Mun,,$101-200,202501
404 Not Found,114.17415,Western,22.30103,"4/F, KIMBERLEY PLAZA, NOS. 45-47 KIMBERLEY ROAD, TSIM SHA TSUI, KOWLOON",61,Western,RL,,2025-12-18,Tsim Sha Tsui,Wine,$201-400,202501
42ND DAVIS,114.12667,Western,22.2814,"SHOP NO. 4, G/F., SINCERE WESTERN HOUSE, 34-42 DAVIS STREET, KENNEDY TOWN, HONG KONG",18,,RR,,2025-07-03,Western District,,$201-400,202501
42ND Davis,114.12667,Western,22.2814,"SHOP G3, G/F., SINCERE WESTERN HOUSE, 38 DAVIS STREET, KENNEDY TOWN, HONG KONG",18,,RL,,2025-06-28,Western District,,$201-400,202501
520 茶餐廳,114.16714,Mainland China,22.32311,"G/F, 707 SHANGHAI STREET, KOWLOON",62,,RL,,2025-05-12,Prince Edward,Hong Kong Style,$51-100,202501
555 THAI FUSION,114.23021,Thai,22.42508,"SHOP NOS. 3001, 3/F, MOSTOWN, MA ON SHAN, SHA TIN, NEW TERRITORIES",97,Thai,RL,#G,2025-04-22,Ma On Shan,,$51-100,202501
555 Thai Fusion,114.21641,Thai,22.3241,"SHOP NO. G234-237, G/F, PHASE 2, AMOY PLAZA, 77 NGAU TAU KOK ROAD, KWUN TONG, KOWLOON",51,Thai,RL,,2025-05-21,Ma On Shan,,$51-100,202501
6 DEE RICE NOODLE HOUSE,114.1152,Korean,22.37248,"SHOP NO. 1, G/F, KAI CHI BUILDING, 8-12 LO TAK COURT, TSUEN WAN, NEW TERRITORIES",92,Noodles/Rice Noodles,RL,,2025-12-28,Central,Noodles/Rice Noodles,$51-100,202501
6 DEE RICE NOODLE HOUSE,114.15781,Korean,22.33756,"SHOP A, G/F., GOLDEN CELL COURT, 252-256 CASTLE PEAK ROAD, SHAM SHUI PO, KOWLOON",63,Noodles/Rice Noodles,RL,,2025-06-03,Central,Noodles/Rice Noodles,$51-100,202501
6 DEE RICE NOODLE HOUSE,114.16355,Korean,22.33231,"FLAT A & B, G/F, 32,32A,34,34A,36,36A, 38,38A & 40 UN CHAU STREET, SHAM SHUI PO, KOWLOON",63,Noodles/Rice Noodles,RL,,2025-08-14,Central,Noodles/Rice Noodles,$51-100,202501
616,114.13973,Hong Kong Style,22.28662,"G/F., 384 QUEEN'S ROAD WEST, SAI WAN, HONG KONG",18,,RL,,2025-06-08,Mong Kok,Hot Pot,$201-400,202501
616 BEEF HOT POT,114.18007,Hong Kong Style,22.28022,"SHOP C, G/F., TIMES TOWER, 391-407 JAFFE ROAD, WAN CHAI, HONG KONG",12,,RL,,2025-07-27,Tsim Sha Tsui,Hot Pot,$201-400,202501
616 BEEF HOT POT,114.18904,Hong Kong Style,22.31801,"SHOP NO.103, 1/F, ARTISAN GARDEN, 68 KOWLOON CITY ROAD, TO KWA WAN, KOWLOON",52,,RL,,2025-10-10,Tsim Sha Tsui,Hot Pot,$201-400,202501
