Name,Longitude,Main_Cuisine,Latitude,Address,District_Code,Cuisine,Type_Code,Info_Code,Exp_Date,Location_Tag,Sub_Cuisine,Price_Range,YYYYMM
Home Sister,114.17025,Mainland China,22.31893,"4/F, MONGKOK CITY CENTRE, 74-84 SAI YEUNG CHOI STREET SOUTH, MONGKOK, KOWLOON",62,Guangdong,RL,#G#H,2022-10-30,Mong Kok,Hong Kong Style,$201-400,202201
Home Sister,114.23655,Mainland China,22.26581,"FLAT A, B & C, 6/F., E-TRADE PLAZA, 24 LEE CHUNG STREET, CHAI WAN, HONG KONG",11,Guangdong,RL,#G,2022-12-01,Mong Kok,Hong Kong Style,$201-400,202201
Home Town Dumpling,114.19201,Mainland China,22.28459,"G/F, 4 TSING FUNG STREET, TIN HAU, HONG KONG",12,,RL,,2022-10-10,Tin Hau,Wonton/Dumpling,Below $50,202201
Home of Legends,114.17556,Western,22.29922,"2/F, KATHERINE HOUSE, 53-55 CHATHAM ROAD SOUTH, TSIM SHA TSUI, KOWLOON",61,Western,RR,,2022-10-11,Tsim Sha Tsui,Wine,$101-200,202201
Home. Dumpling,114.15249,Hong Kong Style,22.28536,"SHOP NO. 6B, G/F., SEN FAT BUILDING, NO. 6 BONHAM STRAND, SHEUNG WAN, HONG KONG",18,,RR,,2022-03-24,Central,Wonton/Dumpling,Below $50,202201
Homeland,114.16179,Western,22.32015,"SHOP 9-12, G/F, PEONY HOUSE NORTH BLOCK, 55-65A TAI KOK TSUI ROAD, 2-6 KA SHIN STREET, KOWLOON",62,Western,RL,,2022-05-08,Mong Kok,,$101-200,202201
Homeland,114.16944,Western,22.44784,"G/F, NO. 2 TUNG CHEONG STREET, TAI PO MARKET, TAI PO, NEW TERRITORIES",95,Western,RL,,2022-12-13,Mong Kok,,$101-200,202201
Home’s Kitchen,114.16149,,22.32169,"SHOP A, G/F, TAI YAU BUILDING, 13 TAI TSUN STREET, TAI KOK TSUI, KOWLOON",62,,RR,,2022-01-18,,,,202201
Homy Wine & Tapas by Eric Kwok,114.16872,Western,22.30469,"G/F, NO.5. MIN STREET, KOWLOON",61,International,RL,,2022-03-22,Jordan,Wine,$201-400,202201
Hon Hin Restaurant,114.02885,Hong Kong Style,22.20722,"G/F., 93 TAI SAN PRAYA STREET, CHEUNG CHAU, HONG KONG",17,Tea Restaurant,RL,,2022-04-27,Prince Edward,Tea Restaurant,Below $50,202201
Hon Hin Restaurant,114.02899,Hong Kong Style,22.20797,"G/F., 91A PRAYA STREET, CHEUNG CHAU, HONG KONG",17,Tea Restaurant,RR,,2022-01-17,Prince Edward,Tea Restaurant,Below $50,202201
Hon Kee,114.23846,Japanese,22.29055,"22C PRAYA RD. WEST, LEI YUE MUN, KOWLOON",51,Japanese,RL,,2022-06-30,Tsim Sha Tsui,Sushi/Sashimi,$201-400,202201
Hon Wo Korean Restaurant,114.11671,Korean,22.37007,"9/F, TAI HUNG FAI (TSUEN WAN) CENTRE, 55 CHUNG ON STREET, TSUEN WAN, NEW TERRITORIES",92,,RL,#G#H,2022-07-19,Kwun Tong,Roast Meat,$101-200,202201
Honey Honey Dessert House,114.16938,Western,22.31503,"UPPER G/F, OMEGA PLAZA, 32 DUNDAS STREET, MONG KOK, KOWLOON",61,,RL,,2022-06-12,Tsim Sha Tsui,Cake,Below $50,202201
Honey Honey Dessert House,114.18003,Western,22.27974,"G/F, GOLDEN JUBILEE HSE., 393 LOCKHART RD., WAN CHAI, HONG KONG",12,,RL,#G#H,2022-09-02,Tsim Sha Tsui,Cake,Below $50,202201
Honeymoon Dessert,114.15036,Hong Kong Style,22.2873,"G/F, SHOP 4,5 & 6, WESTERN MARKET, 323 DES VOEUX ROAD CENTRAL, WESTERN, HONG KONG",18,,RR,,2022-04-05,Sheung Wan,Dessert,Below $50,202201
Honeymoon Dessert,114.15464,Hong Kong Style,22.5314,"SHOP NO. 5, NGONG PING VILLAGE, NGONG PING, LANTAU ISLAND, HONG KONG",17,,RR,,2022-05-01,Sheung Wan,Dessert,Below $50,202201
Honeymoon Dessert,114.16849,Hong Kong Style,22.31883,"SHOP NO. 9, LEVEL 4A, LANGHAM PLACE, 8 ARGYLE STREET, MONG KOK, KOWLOON",62,,RR,,2022-06-07,Sheung Wan,Dessert,Below $50,202201
Honeymoon Dessert,114.18846,Hong Kong Style,22.38198,"SHOP NO. 704A, LEVEL 7, NEW TOWN PLAZA, PHASE I, 18-19 SHA TIN CENTRE STREET, SHA TIN, NEW TERRITORIES",97,,RR,,2022-01-19,Sheung Wan,Dessert,Below $50,202201
Honeymoon Dessert,114.27053,Hong Kong Style,22.38167,"G/F, DD 221, LOT 1584, 9 PO TUNG ROAD, SAI KUNG, NEW TERRITORIES",98,,RL,,2022-09-08,Sheung Wan,Dessert,Below $50,202201
Hong Kong Academy of Medicine,114.17177,Western,22.25078,"GRAND HALL, KITCHEN A, FOOD ROOM A AND FOOD ROOM B AT 1/F; AND SEATING AREA A, KITCHEN B AND FUNCTION ROOM A & B AT 2/F HONG KONG ACADEMY OF MEDICINE JOCKEY CLUB BUILDING, 99 WONG CHUK HANG ROAD, HONG KONG",15,Western,RL,,2022-07-08,Wong Chuk Hang,Wine,$201-400,202201
Hong Kong Cafe,114.17105,Hong Kong Style,22.30575,"G/F, VICO MANSION, NO. 5 NANKING STREET, JORDAN, KOWLOON",61,Tea Restaurant,RL,,2022-02-20,Tsim Sha Tsui,Tea Restaurant,Below $50,202201
Hong Kong Canteen,114.1968,Hong Kong Style,22.29199,"SHOP A, G/F., NEW WEALTH MANSION, 68-72 WHARF ROAD, NORTH POINT, HONG KONG",11,Tea Restaurant,RL,,2022-08-13,North Point,Tea Restaurant,$51-100,202201
Hong Kong Convention and Exhibition Centre,114.17306,Mainland China,22.28302,"LEVEL 1 (SOUTH PORTION), UNITS S221, S224-S230 AT LEVEL 2, UNITS S421, S423-S430 AT LEVEL 4, HONG KONG CONVENTION AND EXHIBITION CENTRE, 1 HARBOUR ROAD, WAN CHAI, HONG KONG",12,Guangdong,RL,#E#F#G#H,2022-05-29,Wan Chai,Food Wise Eateries,$201-400,202201
Hong Kong Culinary Academy,114.1283,Western,22.34569,"SHOP 106-108, 1/F, BLOCK C, CHO YIU CENTRE, CHO YIU CHUEN, 6 KING CHO ROAD, KWAI CHUNG, NEW TERRITORIES",91,Western,RL,,2022-04-08,Tsim Sha Tsui,Coffee Shop,$201-400,202201
Hong Kong Daily & Hong Kong Rotisserie,114.21734,Hong Kong Style,22.28676,"STALL NO. 3 & NO. 4 OF SHOP NO. 255, 2/F., CITYPLAZA, 18 TAIKOO SHING ROAD, TAIKOO SHING, HONG KONG",11,Tea Restaurant,RL,,2022-06-01,Tsim Sha Tsui,Tea Restaurant,$51-100,202201
Hong Kong Day,113.94208,Hong Kong Style,22.29226,"SHOP 25, G/F., BLOCK 3, TUNG CHUNG CRESCENT, TUNG CHUNG, LANTAU ISLAND, HONG KONG",17,Tea Restaurant,RL,#G#H,2022-02-24,Mei Foo,Tea Restaurant,$51-100,202201
Hong Kong Day,114.13989,Hong Kong Style,22.33902,"SHOP NO. N10, N11-N12, G/F, MEI FOO SUN CHUEN, 1-15, 2-24 NASSAU STREET & 1-7 HUMBERT STREET, KOWLOON",63,Tea Restaurant,RL,,2022-02-20,Mei Foo,Tea Restaurant,$51-100,202201
Hong Kong Day,114.17782,Hong Kong Style,22.27783,"SHOP G8, G9 & PORTION B OF G10, G/F., C C WU BUILDING, 302-308 HENNESSY ROAD, WAN CHAI, HONG KONG",12,Tea Restaurant,RR,,2022-02-16,Mei Foo,Tea Restaurant,$51-100,202201
Hong Kong Day,114.26157,Hong Kong Style,22.30848,"SHOP UNIT F69, POPCORN, 9 TONG CHUN STREET, TSEUNG KWAN O , SAI KUNG, NEW TERRITORIES",98,Tea Restaurant,RL,,2022-11-29,Mei Foo,Tea Restaurant,$51-100,202201
Hong Kong Disneyland Hotel,114.18028,Western,22.27144,"LEVELS 1, 3 & 7 (PORTIONS), HONG KONG DISNEYLAND HOTEL, HONG KONG DISNEYLAND RESORT, LANTAU ISLAND, HONG KONG",17,International,RL,#F#G#H,2022-08-04,Lantau Island,Buffet,$201-400,202201
Hong Kong East Latte Limited,114.18283,Hong Kong Style,22.27802,"G/F., 9A SHARP STREET EAST, CAUSEWAY BAY, HONG KONG",12,Seafood,RR,,2022-09-12,Sai Kung,Seafood,$101-200,202201
Hong Kong Island Taphouse,114.19118,Western,22.28496,"G/F, 1A-1B TSING FUNG STREET, CAUSEWAY BAY, HONG KONG",12,Western,RL,,2022-06-30,Tin Hau,Wine,$101-200,202201
Hong Kong Lao Shang Hai Restaurant,114.17689,Mainland China,22.27759,"SHOP 101-104, 1/F., EMPEROR GROUP CENTRE, 288 HENNESSY ROAD, WAN CHAI, HONG KONG",12,Dim Sum,RL,,2022-03-04,Wan Chai,Dim Sum,$201-400,202201
Hong Kong Lijia Catering Pho Central Shop,113.93074,Mainland China,22.30324,"WHOLE OF UG/F. AND UNIT B ON 1/F., KAILEY TOWER, 16 STANLEY STREET AND 23 WELLINGTON STREET, CENTRAL, HONG KONG",18,Guangdong,RL,,2022-02-28,Kwun Tong,Hong Kong Style,$101-200,202201
Hong Kong Maritime Museum,114.1566,Western,22.28838,"ROOF DECK LEVEL (MINOR PORTION), THE CENTRAL FERRY PIER NO. 8, CENTRAL, HONG KONG",18,Western,RR,,2022-05-25,Central,Coffee Shop,$51-100,202201
Hong Kong Nam Kee Noodle,114.10782,Western,22.35927,"SHOP NOS. G15 & G16, GROUND FLOOR, MARITIME SQUARE, 33 TSING KING ROAD, TSING YI, NEW TERRITORIES",91,International,RL,,2022-07-28,Wong Chuk Hang,Buffet,$201-400,202201
Hong Kong Nam Kee Noodle,114.15508,Western,22.33827,"SHOP G05-G06, GROUND FLOOR, UN CHAU SHOPPING CENTRE, UN CHAU ESTATE, 303 UN CHAU STREET, CHEUNG SHA WAN, KOWLOON",63,International,RL,,2022-08-25,Wong Chuk Hang,Buffet,$201-400,202201
Hong Kong Nam Kee Noodle,114.17054,Western,22.31491,"G/F., KIU KIN MANSION, 566-568 NATHAN ROAD, MONG KOK, KOWLOON",61,International,RL,,2022-02-11,Wong Chuk Hang,Buffet,$201-400,202201
Hong Kong Nam Kee Noodle,114.18665,Western,22.28003,"SHOP NOS. 1 AND 2, G/F., CAUSEWAY BAY CENTRE, 15-23 SUGAR STREET, CAUSEWAY BAY, HONG KONG",12,International,RL,,2022-07-28,Wong Chuk Hang,Buffet,$201-400,202201
Hong Kong Nam Kee Noodle,114.21641,Western,22.3241,"SHOP NOS. G137-139, G/F, PHASE 1, AMOY PLAZA, NO. 77 NGAU TAU KOK ROAD, KWUN TONG, KOWLOON",51,International,RL,,2022-01-27,Wong Chuk Hang,Buffet,$201-400,202201
Hong Kong Noodles Limited,114.17357,Hong Kong Style,22.2786,"SHOP NO. 2, G/F., KIN LEE BUILDING, 130-146 JAFFE ROAD, WAN CHAI, HONG KONG",12,Noodles/Rice Noodles,RR,,2022-06-29,Mong Kok,Noodles/Rice Noodles,$51-100,202201
Hong Kong Old Restaurant,114.15439,Mainland China,22.28597,"SHOP NO. LB-1 & G-5, B/F., NAN FUNG TOWER, 88 CONNAUGHT ROAD CENTRAL, CENTRAL, HONG KONG",18,,RL,,2022-12-10,Tsim Sha Tsui,Jingchuanhu,$201-400,202201
Hong Kong Old Restaurant,114.17516,Mainland China,22.29892,"SHOP G6 & 1/F, PRAT MANSION, 26-36 PRAT AVENUE, TSIM SHA TSUI, KOWLOON",61,,RL,,2022-03-03,Tsim Sha Tsui,Jingchuanhu,$201-400,202201
Hong Kong Society for the Deaf Cafeteria,114.26516,Western,22.37428,"LIONS NATURE EDUCATION CENTRE,& OUTSIDE SEATING ACCOMMODATION AT SIDE,TSIU HANG SPECIAL AREA, SAI KUNG, NEW TERRITORIES",98,"International, Seafood",RL,#A,2022-07-16,Central,Seafood,$401-800,202201
Hong Kong Squash Centre,114.16,Western,22.27743,"BALCONY AT 1/F. & G/F. (PORTION), HONG KONG SQUASH CENTRE, 23 COTTON TREE DRIVE, CENTRAL, HONG KONG",18,Western,RR,,2022-04-21,Admiralty,,$51-100,202201
Hong Kong Tastes,114.05937,Hong Kong Style,22.3665,"G/F, 62D CASTLE PEAK RD, SHAM SHUI PO, KOWLOON",63,,RL,,2022-06-30,Mong Kok,Taiwanese Drink,Below $50,202201
Hong Lin Restaurant,114.16997,Hong Kong Style,22.32143,"SHOP 2-3, G/F, 143-145 TUNG CHOI STREET, MONG KOK, KOWLOON",62,Tea Restaurant,RL,,2022-12-30,Prince Edward,Tea Restaurant,Below $50,202201
Honky tonks tavern,114.15267,Western,22.28337,"LG/F, 75-75A HOLLYWOOD ROAD, CENTRAL, HONG KONG",18,,RL,,2022-09-03,Central,Wine,$101-200,202201
Honorary Family,113.97137,Mainland China,22.41308,"NO. 64, G/F & NO. 44-66, 1/F, SHEK YAM ROAD, KWAI CHUNG, NEW TERRITORIES",91,Guangdong,RL,,2022-06-30,Tung Chung,Dim Sum Restaurant,$101-200,202201
Hooman,114.15693,Western,22.2992,"UNIT 07, G/F, 20-22 MUSEUM DRIVE, ART PARK, WEST KOWLOON CULTURAL DISTRICT, KOWLOON",61,Western,RR,,2022-02-24,Kowloon Tong,,$51-100,202201
Hop Fat Seafood Restaurant,114.22933,Mainland China,22.2778,"G/F., KAM WA COURT, 24 KAM WA STREET, SHAU KEI WAN, HONG KONG",11,Chinese BBQ,RL,,2022-09-10,Yuen Long,Chinese BBQ,Below $50,202201
Hop Kee,114.0232,Hong Kong Style,22.44628,"G/F, 142 ON NING ROAD, YUEN LONG, NEW TERRITORIES",94,Chinese BBQ,RR,,2022-06-30,Tsuen Wan,Chinese BBQ,Below $50,202201
Hop Sze Restaurant,114.22125,Hong Kong Style,22.28333,"G/F & C/L., LAI WAN BUILDING, 39 SHAU KEI WAN ROAD, HONG KONG",11,Stir-Fry,RL,,2022-07-15,Tin Hau,Stir-Fry,$401-800,202201
Hop Sze Snack & Cafe Restaurant,114.26741,Western,22.32024,"G/F, BLOCK 5B, HANG HAU RESITE VILLAGE, AREA 31 AND THE OUTSIDE SEATING ACCOMMODATION AT SHOP FRONT, TSEUNG KWAN O, SAI KUNG, NEW TERRITORIES",98,Western,RL,#A,2022-06-30,Central,,$401-800,202201
Hopa House,114.22317,Western,22.30724,"SHOP B, G/F., LU PLAZA, 2 WING YIP STREET, KWUN TONG, KOWLOON",51,Western,RL,,2022-06-05,Tsim Sha Tsui,Wine,$101-200,202201
Hopewell Cafe,114.17165,,22.27461,"SHOP 1701-1705, 17/F., HOPEWELL CENTRE, 183 QUEEN'S ROAD EAST, WAN CHAI, HONG KONG",12,,RL,,2022-03-19,,,,202201
Hoppy Junction,114.16963,Western,22.2773,"SHOP G, G/F., MAN HEE MANSION, 2-12A JOHNSTON ROAD, WAN CHAI, HONG KONG",12,International,RR,,2022-04-28,Wan Chai,,$101-200,202201
Hops,114.18151,Western,22.27743,"SHOP 37, G/F., 35-37 YIU WA STREET, CAUSEWAY BAY, HONG KONG",12,Western,RR,,2022-03-24,Causeway Bay,Wine,$201-400,202201
Hoshi Restaurant,114.24955,Hong Kong Style,22.32703,"SHOP G3, G/F, MCP DISCOVERY, TSEUNG KWAN O, NEW TERRITORIES",98,Tea Restaurant,RR,,2022-02-19,Sai Kung,Tea Restaurant,Below $50,202201
Hot Pot Wonderland,114.15486,Hong Kong Style,22.28023,"3/F., WINNING CENTRE, 46-48 WYNDHAM STREET, CENTRAL, HONG KONG",18,,RL,#G,2022-10-08,Kowloon City,Hot Pot,$201-400,202201
Hot Spot Restaurant,113.96671,Hong Kong Style,22.38504,"SHOP 102 & 103, G/F, LUNG MUN OASIS, 43 LUNG MUN ROAD, TUEN MUN, NEW TERRITORIES",93,Tea Restaurant,RL,,2022-09-18,Tuen Mun,Tea Restaurant,Below $50,202201
Hot-Pot Express,114.18551,Mainland China,22.30647,"FLAT B106 ON G/F, WHAMPOA BUILDING, 1-29 MING ON STREET, HUNG HOM, KOWLOON",52,,RR,,2022-06-03,Hung Hom,Takeaway,Below $50,202201
Hotaru,114.17732,Japanese,22.29968,"SHOP NO. 1, LG/F, HILTON TOWERS, 96 GRANVILLE ROAD, TSIM SHA TSUI EAST, KOWLOON",61,"Japanese, Teppanyaki",RL,,2022-03-08,Tsim Sha Tsui,Teppanyaki,$201-400,202201
Hou Hou Restaurant,114.21772,Mainland China,22.31721,"G/F, 239 KWUN TONG ROAD, NGAU TAU KOK, KOWLOON",51,Noodles/Rice Noodles,RR,,2022-02-05,Central,Noodles/Rice Noodles,$51-100,202201
House Bar,114.16879,Western,22.32593,"G/F, 314 SAI YEUNG CHOI STREET NORTH, MONG KOK, KOWLOON",62,Western,RR,,2022-06-06,Prince Edward,Wine,$101-200,202201
House Welley,114.15427,Western,22.2836,"UNIT A, 2/F., WELLEY BUILDING, 97 WELLINGTON STREET, CENTRAL, HONG KONG",18,Western,RR,,2022-08-23,Central,,$101-200,202201
House of Canton Restaurant,114.21734,Mainland China,22.28676,"UNIT 506, 5/F, CITYPLAZA, TAIKOO SHING, HONG KONG",11,"Guangdong, Chinese BBQ",RL,,2022-03-03,Tai Koo,Chinese BBQ,$101-200,202201
House of Dumpling,114.18866,Japanese,22.31817,"SHOP H, G/F, 27 MA TAU WAI RD., HUNG HOM, KOWLOON CITY, KOWLOON",52,Japanese,RR,,2022-06-30,Central,Wonton/Dumpling,$51-100,202201
Howard's Gourmet,114.16147,Mainland China,22.2814,"MAJOR PORTION OF 5/F., CCB TOWER, NO. 3 CONNAUGHT ROAD CENTRAL, CENTRAL, HONG KONG",18,Guangdong,RL,#G#H,2022-06-09,Central,Wine,Above $801,202201
Hsin Kuang Banquet Hall,114.15442,,22.2478,"2/F., SITE 3, ABERDEEN CENTRE, 1-5 NAM NING STREET, ABERDEEN, HONG KONG",15,,RL,,2022-03-20,,,,202201
Hua Yuan Beef Noodles,114.13282,,22.36751,"SHOP D, G/F, KAM WAH HOUSE, 127-133 WO TONG TSUI STREET, KWAI CHUNG, NEW TERRITORIES",91,,RR,,2022-01-09,,,,202201
Hubbly Bubbly,114.16918,Western,22.3212,"15/F, 726 NATHAN ROAD, MONG KOK, KOWLOON",62,International,RR,,2022-10-27,Mong Kok,Wine,$201-400,202201
Hue and Ink,114.16758,Western,22.33892,"G/F. & 1/F, HONG KONG MUSEUM OF ART, 10 SALISBURY ROAD, TSIM SHA TSUI, KOWLOON",61,Western,RL,#F,2022-05-21,Tsim Sha Tsui,Western,$401-800,202201
Hugo And Angus Food & Beverages Company,114.18834,Japanese,22.31705,"SHOP E, G/F, HUNG HOM GARDENS, 3 TSING CHAU STREET, KOWLOON CITY, KOWLOON",52,"Japanese, Seafood",RL,,2022-09-30,Tsim Sha Tsui,Seafood,$201-400,202201
Humain Coffee,114.16492,Western,22.33005,"G/F, 57 FUK WING STREET, SHAM SHUI PO, KOWLOON",63,Western,RL,,2022-05-18,Sham Shui Po,Coffee Shop,$51-100,202201
Hummingbird Coffee & food,114.15977,Hong Kong Style,22.33627,"SHOP 2, G/F, YEN SHUN MANSION, 63-67 SHUN NING ROAD, SHAM SHUI PO, KOWLOON",63,Western,RR,,2022-07-06,Central,Western,$201-400,202201
Hundred Percent Restaurant,114.10476,Taiwan,22.35036,"SHOP NO.7, G/F, HONG TAI HOUSE, CHEUNG HONG ESTATE, TSING YI ISLAND, TSING YI, NEW TERRITORIES",91,Noodles/Rice Noodles,RL,,2022-06-30,Sha Tin,Noodles/Rice Noodles,$51-100,202201
Hundred Percent Restaurant,114.13339,Taiwan,22.50289,"SHOP NOS.124-126, G/F, TIN MING HOUSE, TIN PING ESTATE, SHEUNG SHUI, NEW TERRITORIES",96,Noodles/Rice Noodles,RL,,2022-12-19,Sha Tin,Noodles/Rice Noodles,$51-100,202201
Hundred Percent Restaurant,114.1369,Taiwan,22.35174,"SHOP 20 (PORTION A), G/F, WONDERLAND VILLAS COMMERCIAL COMPLEX, 9 WAH KING HILL ROAD, KWAI CHUNG, NEW TERRITORIES",91,Noodles/Rice Noodles,RL,,2022-07-27,Sha Tin,Noodles/Rice Noodles,$51-100,202201
Hundred Percent Restaurant,114.14205,Taiwan,22.48664,"SHOP NOS. R101-R106 (MAJOR PORTION), 1/F, WAH SUM SHOPPING CENTRE, WAH SUM ESTATE, FANLING, NEW TERRITORIES",96,Noodles/Rice Noodles,RL,,2022-05-14,Sha Tin,Noodles/Rice Noodles,$51-100,202201
Hundred Percent Restaurant,114.17135,Taiwan,22.45831,"SHOP NO. 27, G/F, FU HENG SHOPPING CENTRE, FU HENG ESTATE, TAI PO, NEW TERRITORIES",95,Noodles/Rice Noodles,RL,,2022-12-12,Sha Tin,Noodles/Rice Noodles,$51-100,202201
Hundred Percent Restaurant,114.17943,Taiwan,22.31206,"SHOP NOS. G37A & G37B, G/F, OI MAN SHOPPING CENTRE, OI MAN ESTATE, 60 CHUNG HAU STREET, KOWLOON",52,Noodles/Rice Noodles,RL,,2022-12-26,Sha Tin,Noodles/Rice Noodles,$51-100,202201
Hundred Percent Restaurant,114.22775,Taiwan,22.28078,"SHOP NO. 13, G/F., OI TUNG SHOPPING CENTRE, OI TUNG ESTATE, SHAUKEIWAN, HONG KONG",11,Noodles/Rice Noodles,RL,,2022-06-04,Sha Tin,Noodles/Rice Noodles,$51-100,202201
Hundred Percent Restaurant,114.23729,Taiwan,22.30587,"SHOP NOS. 203 & 205-208 (PORTION A), 2/F, PING TIN SHOPPING CENTRE, PING TIN ESTATE, LAM TIN, KOWLOON",51,Noodles/Rice Noodles,RL,,2022-03-05,Sha Tin,Noodles/Rice Noodles,$51-100,202201
Hundred Percent Restaurant,114.2508,Taiwan,22.26626,"SHOP NO. G16, G/F., ISLAND RESORT MALL, ISLAND RESORT, SIU SAI WAN, HONG KONG",11,Noodles/Rice Noodles,RL,,2022-07-03,Sha Tin,Noodles/Rice Noodles,$51-100,202201
Hundred Percent Restaurant,114.26128,Taiwan,22.32058,"SHOP 7, G/F, KING LAM SHOPPING CENTRE, KING LAM ESTATE, TSEUNG KWAN O, SAI KUNG, NEW TERRITORIES",98,Noodles/Rice Noodles,RL,,2022-06-01,Sha Tin,Noodles/Rice Noodles,$51-100,202201
Hung Fat,114.10177,Hong Kong Style,22.43268,"G/F, SHEUNG TSUEN, 13 MAIN ROAD, YUEN LONG, NEW TERRITORIES",94,Tea Restaurant,RR,,2022-05-13,Kwai Chung,Tea Restaurant,Below $50,202201
Hung Fook Tong,113.99779,Mainland China,22.46138,"SHOP NO. SG03, GROUND FLOOR, T TOWN SOUTH, TIN CHUNG COURT, 30 TIN WAH ROAD, TIN SHUI WAI, YUEN LONG, NEW TERRITORIES",94,Guangdong,RR,,2022-06-17,Tsuen Wan,Herbal Tea,Below $50,202201
Hung Fook Tong,114.13695,Mainland China,22.25055,"SHOP 20, PODIUM FLOOR, SHOPPING CENTRE, WAH FU ESTATE (ONE), WAH FU, SOUTHERN, HONG KONG",15,Guangdong,RR,,2022-11-16,Tsuen Wan,Herbal Tea,Below $50,202201
Hung Fook Tong,114.22777,Mainland China,22.41686,"SHOP NO 218A, 2/F, HENG ON ESTATE COMMERCIAL CENTRE, HENG ON ESTATE, MA ON SHAN, SHA TIN, NEW TERRITORIES",97,Guangdong,RR,,2022-05-09,Tsuen Wan,Herbal Tea,Below $50,202201
Hung Hom Ballroom / Lobby Lounge / Grand Ballroom,114.17771,Western,22.31531,"PORTION A OF 1/F TO 2/F, KERRY HOTEL HONG KONG, 38 HUNG LUEN ROAD, HUNG HOM, KOWLOON",52,Western,RL,,2022-09-04,Tsim Sha Tsui,Buffet,$201-400,202201
Hung Hom Cafe,114.12646,Western,22.50082,"SHOP NO. G8, G/F, CHOI YUEN PLAZA, CHOI YUEN ESTATE, SHEUNG SHUI, NEW TERRITORIES",96,"Western, Bakery",RL,,2022-11-04,Hung Hom,Bakery,Below $50,202201
Hung Hom Cafe,114.20095,Western,22.29152,"SHOP 2 (PORTION B) AND SHOP 3, G/F., WAH HING BUILDING, 449-455 KING'S ROAD, NORTH POINT, HONG KONG",11,"Western, Bakery",RL,,2022-08-01,Hung Hom,Bakery,Below $50,202201
Hung Kee Seafood Restaurant,114.25195,Mainland China,22.35639,"SHOP NO. 6, G/F & 1/F, AND THE OUTSIDE SEATING ACCOMMODATION AT SHOP FRONT, SIU YAT BUILDING, DD 215, LOT 941, SAI KUNG, NEW TERRITORIES",98,"Guangdong, Seafood",RL,#A,2022-06-30,Sai Kung,Seafood,$201-400,202201
Hung Kee Seafood Restaurant,114.27346,Mainland China,22.38106,"SHOP 7-8, G/F, SIU YAT BUILDING, DD 215, LOT 941, SAI KUNG, NEW TERRITORIES",98,"Guangdong, Seafood",RL,,2022-06-30,Sai Kung,Seafood,$201-400,202201
Hung Tai Restaurant,114.14165,Hong Kong Style,22.49922,"G/F, 21 WO TAI STREET, FANLING, NEW TERRITORIES",96,Tea Restaurant,RL,,2022-07-25,Tai Po,Tea Restaurant,Below $50,202201
Hung To Restaurant,114.25195,Hong Kong Style,22.35639,"G/F TO 5/F, 30 HUNG TO ROAD, KWUN TONG, KOWLOON",51,,RL,#F#G#H,2022-06-30,Kwun Tong,Sichuan,$51-100,202201
Hung Tong / Red Sugar,114.18859,Mainland China,22.30117,"PORTION A OF 7/F, KERRY HOTEL HONG KONG, 38 HUNG LUEN ROAD, HUNG HOM, KOWLOON",52,Guangdong,RL,,2022-08-31,Hung Hom,Hong Kong Style,$401-800,202201
Hungry Bird,114.17068,Thai,22.29714,"6/F, 17-19 ASHLEY ROAD, TSIM SHA TSUI, KOWLOON",61,Thai,RL,,2022-05-06,Tuen Mun,Fast Food,$51-100,202201
Hungry Elephant,114.19269,Western,22.28667,"G/F., KP TOWER, 93 KING'S ROAD, FORTRESS HILL, HONG KONG",12,Western,RL,,2022-07-26,Wan Chai,Coffee Shop,Below $50,202201
Hungry Eye Restaurant & Bar,114.1707,Other,22.30696,"FLOOR 3, GOFUKU TOWER, 62-64 WOOSUNG STREET, YAU MA TEI, KOWLOON",61,,RL,,2023-01-13,Jordan,Nepalese,$101-200,202201
Hungry Fellows,114.02892,Hong Kong Style,22.20779,"G/F., 42 PRAYA STREET, CHEUNG CHAU, ISLANDS, HONG KONG",17,Western,RL,,2022-01-22,Cheung Chau,Western,Below $50,202201
Hungry Korean,114.14755,Korean,22.33613,"SHOP 309, 3/F, D2 PLACE TWO, 15 CHEUNG SHUN STREET, CHEUNG SHA WAN, KOWLOON",63,,RL,,2022-06-20,Causeway Bay,Ramen,$51-100,202201
Hungry Korean,114.25781,Korean,22.32323,"SHOP UG005, UG/F, METRO CITY PHASE II, TSEUNG KWAN O, SAI KUNG, NEW TERRITORIES",98,,RL,,2022-05-11,Causeway Bay,Ramen,$51-100,202201
Hungry Korean Kowloon Bay,114.21641,Korean,22.3241,"SHOP NO. G113, G/F, AMOY PLAZA PHASE 1, 77 NGAU TAU KOK ROAD, NGAU TAU KOK, KOWLOON",51,,RL,,2022-11-26,Kowloon Bay,Fast Food,$101-200,202201
Hungry Monkey,114.18179,Japanese,22.27893,"SHOP B, G/F, SOUNDWILL PLAZA II - MIDTOWN, 1 TANG LUNG STREET, CAUSEWAY BAY, HONG KONG",12,"Japanese, Teppanyaki",RR,,2022-03-07,Causeway Bay,Teppanyaki,$201-400,202201
Hungry Pal,114.15236,Western,22.28287,"G/F., 11 ELGIN STREET, CENTRAL, HONG KONG",18,International,RL,,2022-12-09,Central,Wine,$101-200,202201
