Name,Longitude,Main_Cuisine,Latitude,Address,District_Code,Cuisine,Type_Code,Info_Code,Exp_Date,Location_Tag,Sub_Cuisine,Price_Range,YYYYMM
1011 TEABAR,114.17232,,22.27616,"SHOP NO. G39, G/F., LEE TUNG AVENUE, NO. 200 QUEEN'S ROAD EAST, WAN CHAI, HONG KONG",12,,RR,,2022-12-02,,,,202201
101Taiwanese Cafe,114.10782,Hong Kong Style,22.35927,"SHOP UNIT G30, LEVEL G, MARITIME SQUARE, TSING YI, NEW TERRITORIES",91,,RL,,2022-06-20,Tsing Yi,Taiwan,$51-100,202201
101台灣養生湯麵,114.12867,,22.28237,"SHOP 6, G/F., IMPERIAL KENNEDY SHOPPING ARCADE, 80 BELCHER'S STREET, KENNEDY TOWN, HONG KONG",18,,RL,,2022-03-08,,,,202201
101手工小火鍋,114.00266,Taiwan,22.45774,"SHOP 162 & 162A, 1/F, PHASE 1, FORTUNE KINGSWOOD, 12-18 TIN YAN ROAD, TIN SHUI WAI, YUEN LONG, NEW TERRITORIES",94,,RL,,2022-03-17,Causeway Bay,Hot Pot,$201-400,202201
101燒,114.15386,Japanese,22.24359,"SHOP 4, G/F., YEE HING BUILDING, 150 MAIN STREET, AP LEI CHAU, HONG KONG",15,Japanese,RR,,2022-04-14,Tsim Sha Tsui,Roast Meat,$201-400,202201
101肉燥飯專門店,114.17093,Hong Kong Style,22.31565,"2/F, 2W SAI YEUNG CHOI STREET SOUTH, MONG KOK, KOWLOON",62,,RL,,2022-05-29,Tsing Yi,Taiwan,$51-100,202201
101肉燥飯專門店,114.17409,Hong Kong Style,22.29966,"G/F, 10A HAU FOOK STREET, TSIM SHA TSUI, KOWLOON",61,,RL,,2022-06-17,Tsing Yi,Taiwan,$51-100,202201
101肉燥飯專門店,114.26875,Hong Kong Style,22.31669,"SHOP 205A, 2/F, SHEUNG TAK SHOPPING CENTRE, SHEUNG TAK ESTATE, TSEUNG KWAN O, SAI KUNG, NEW TERRITORIES",98,,RL,,2022-02-27,Tsing Yi,Taiwan,$51-100,202201
105冰室,114.15894,Hong Kong Style,22.44923,"G/F, 105 KAM SHEK NEW VILLAGE, TAI PO, NEW TERRITORIES",95,Tea Restaurant,RL,,2022-03-20,Tai Po,Tea Restaurant,Below $50,202201
11 Westside,114.12719,Japanese,22.28147,"1/F., THE HUDSON, 11 DAVIS STREET, KENNEDY TOWN, HONG KONG",18,Japanese,RL,#G,2022-04-10,Western District,Skewer,$201-400,202201
1111 ONES,114.15668,Western,22.28059,"11/F., 18 ON LAN STREET, CENTRAL, HONG KONG",18,International,RL,#F#G#H,2022-06-06,Central,Fine Dining,Above $801,202201
119 Italio Restaurant & Bar,114.16521,Western,22.32615,"G/F, 119 KI LUNG STREET, MONG KOK, KOWLOON",62,Western,RR,,2022-08-13,Wan Chai,,$101-200,202201
120冰室,114.13446,Hong Kong Style,22.28676,"SHOP 7, GROUND FLOOR, KWAN YICK BUILDING PHASE 1, 430-440A DES VOEUX ROAD WEST, WESTERN, HONG KONG",18,Tea Restaurant,RL,,2022-12-20,Western District,Tea Restaurant,$51-100,202201
121 BC,114.15309,,22.28275,"LG/F., HILLTOP PLAZA, 49 HOLLYWOOD ROAD, CENTRAL, HONG KONG",18,,RL,,2022-06-23,,,,202201
128 特式小食店,114.13807,Hong Kong Style,22.33708,"SHOP NO. 28A, PODIUM FLOOR, MEI FOO SUN CHUEN, 15 BROADWAY STREET, SHAM SHUI PO, KOWLOON",63,,RR,,2022-09-16,Mei Foo,,Below $50,202201
133 LOUNGE,114.16862,Western,22.44812,"G/F, 133 KWONG FUK ROAD, TAI PO, NEW TERRITORIES",95,Western,RR,,2022-06-30,Tai Po,,$101-200,202201
138吧,114.16957,Hong Kong Style,22.31563,"1/F, MAX COMMERCIAL BUILDING, NO. 138 PORTLAND STREET, MONG KOK, KOWLOON",62,,RR,,2022-03-26,Mong Kok,Wine,Below $50,202201
13E,114.1827,Western,22.28071,"13/F, EVERNEW HOUSE, 485 LOCKHART ROAD, WAN CHAI, HONG KONG",12,Western,RR,,2022-05-29,Cheung Sha Wan,Coffee Shop,$51-100,202201
1441 FOURTEEN FORTYONE,114.153,,22.28314,"C/L. & G/F., 41 PEEL STREET, CENTRAL, HONG KONG",18,,RR,,2022-03-29,,,,202201
1453 Ottoman Mediterranean Cuisine,114.17085,Western,22.3171,"G/F, 19 TUNG CHOI STREET, MONG KOK, KOWLOON",62,,RL,,2022-01-14,Mong Kok,Turkish,$101-200,202201
16 Shell,114.19216,Japanese,22.28701,"SHOP B, G/F., PO WING BUILDING, 6-16 SHELL STREET, NORTH POINT, HONG KONG",12,Japanese,RL,,2022-07-09,Tin Hau,Ramen,$101-200,202201
168,114.17784,Hong Kong Style,22.37648,"SHOP B, G/F, 32 CHIK CHUEN STREET, TAI WAI, SHA TIN, NEW TERRITORIES",97,,RR,,2022-09-17,Tai Wai,Skewer,$51-100,202201
168 TEA RESTAURANT,114.22525,Western,22.41472,"MAJOR PORTION OF SHOP 1, G/F, YAN ON SHOPPING CENTRE, YAN ON ESTATE, MA ON SHAN, SHA TIN, NEW TERRITORIES",97,International,RL,,2022-08-19,Sham Shui Po,Steak House,$201-400,202201
168美食軒,114.19013,Hong Kong Style,22.31742,"SHOP 42B, G/F., TING ON BUILDING, 78-80W TOKWAWAN ROAD, TOKWAWAN, KOWLOON",52,,RR,,2022-01-28,Tsim Sha Tsui,Dai Pai Dong,$51-100,202201
16座車仔麵,113.86376,Hong Kong Style,22.25466,"G/F & M/F, 103 TUNG CHOI STREET, MONG KOK, KOWLOON",62,,RL,,2022-05-10,Prince Edward,Food Stall Noodles,Below $50,202201
16座車仔麵,114.16983,Hong Kong Style,22.32492,"G/F, 215 FA YUEN STREET, MONG KOK, KOWLOON",62,,RR,,2022-11-25,Prince Edward,Food Stall Noodles,Below $50,202201
17 Fenwick Street,114.17015,Western,22.27861,"G/F. (PORTION) & 1/F., KAM CHUNG BUILDING, NO. 17 FENWICK STREET AND NO. 54 JAFFE ROAD, WAN CHAI, HONG KONG",12,International,RL,,2023-01-17,Wan Chai,Wine,$101-200,202201
18 Eighteen,113.98065,Western,22.38515,"SHOP B, G/F, JC PLACE, 345 CASTLE PEAK ROAD, CASTLE PEAK BAY, TUEN MUN, NEW TERRITORIES",93,International,RR,,2022-09-12,Tsim Sha Tsui,Coffee Shop,$201-400,202201
18 GRAMS,114.18338,Western,22.28166,"SHOP NO. 1B & 1C, GROUND FLOOR, HOI TO COURT, NO. 15 CANNON STREET, HONG KONG",12,"Western, All Day Breakfast",RR,,2023-01-18,Causeway Bay,All Day Breakfast,$51-100,202201
18TH HOT POT,114.1697,Mainland China,22.31628,"18/F, CHONG HING SQUARE, 601 NATHAN ROAD, MONG KOK, KOWLOON",62,Guangdong,RL,,2022-09-29,Mong Kok,Hot Pot,$201-400,202201
18th HOT POT,114.11671,Mainland China,22.37007,"18/F, TAI HUNG FAI (TSUEN WAN) CENTRE, 55 CHUNG ON STREET, TSUEN WAN, NEW TERRITORIES",92,Guangdong,RL,,2022-05-04,Mong Kok,Hot Pot,$201-400,202201
1908BC,114.15214,Mainland China,22.28544,"5/F., THE PEMBERTON, 22-26 BONHAM STRAND, SHEUNG WAN, HONG KONG",18,"Guangdong, British",RL,,2022-01-06,Sheung Wan,British,$201-400,202201
1935,114.15602,Mainland China,22.28076,"19/F., WELLINGTON PLACE, 2-8 WELLINGTON STREET, CENTRAL, HONG KONG",18,,RL,,2022-02-28,Central,Shanghai,$401-800,202201
1946 BAR & RESTAURANT,114.17916,Mainland China,22.27882,"G/F, 353 HENNESSY ROAD, WAN CHAI, HONG KONG",12,,RL,,2022-03-01,Central,Shanghai,$401-800,202201
1961 牛,114.18814,,22.3211,"SHOP A, G/F., FU MEN MANSION, NO.39 PAK TAI STREET, KOWLOON",52,,RL,,2022-02-07,,,,202201
1968 Bistro,114.16242,Western,22.32942,"G/F, NO. 200 YU CHAU STREET, SHAM SHUI PO, KOWLOON",63,Western,RL,#F#G#H,2022-06-04,Sham Shui Po,Pizza,$51-100,202201
1968 Bistro,114.25887,Western,22.31098,"SHOP 102, 1/F, TKO SPOT, 2 TONG MING STREET, TSEUNG KWAN O, NEW TERRITORIES",98,Western,RL,,2022-03-26,Sham Shui Po,Pizza,$51-100,202201
1986地道越南餐廳,114.19013,Vietnamese,22.32161,"G/F, 53 MA TAU KOK ROAD, TO KWA WAN, KOWLOON",52,,RL,,2022-02-24,To Kwa Wan,,$51-100,202201
1987 Kitchen,114.02618,Western,22.44242,"SHOP 11, G/F, HO SING BUILDING, 28 KAM FAI PATH, YUEN LONG, NEW TERRITORIES",94,Western,RL,,2022-05-08,Yuen Long,,$101-200,202201
1樓冰室,114.02961,Hong Kong Style,22.44489,"G/F, 9 KUK TING STREET, YUEN LONG, NEW TERRITORIES",94,Tea Restaurant,RL,,2022-01-22,Yuen Long,Tea Restaurant,Below $50,202201
2 + 2 Cafe,114.18854,Hong Kong Style,22.3796,"3/F COFFEE SHOP (MAJOR PORTION), ROYAL PARK HOTEL, STTL 183, 8 PAK HOK TING STREET, SHA TIN, NEW TERRITORIES",97,Tea Restaurant,RL,#F#G#H,2022-06-30,Sha Tin,Tea Restaurant,$51-100,202201
2 Cafe,114.1523,Hong Kong Style,22.28539,"G/F, GEE TUCK BUILDING, NOS. 16-20 BONHAM STRAND, SHEUNG WAN, HONG KONG",18,Tea Restaurant,RL,,2022-05-16,Sha Tin,Tea Restaurant,$51-100,202201
2 Cafe,114.23645,Hong Kong Style,22.26453,"SHOP NO. 2, G/F., WAH YAN HOUSE, WAH HA ESTATE, CHAI WAN, HONG KONG",11,Tea Restaurant,RL,,2022-07-22,Sha Tin,Tea Restaurant,$51-100,202201
2 GOOD BAKERY,114.17083,Western,22.30678,"G/F, 119 PARKES STREET, YAU MA TEI, KOWLOON",61,Western,RR,,2022-04-16,Jordan,Dessert,Below $50,202201
208,114.17619,Western,22.27732,"SHOP A ON G/F & PORTION OF SHOP A & SHOP B ON 1/F., TAI PING MANSION, NOS. 208-214 HOLLYWOOD ROAD & NOS. 21-27 TAI PING SHAN STREET, HONG KONG",18,,RL,,2022-11-24,Sheung Wan,,$201-400,202201
21 Café & Bar,114.1698,,22.31513,"21/F, HANWAY COMMERCIAL CENTRE, 36 DUNDAS STREET, MONG KOK, KOWLOON",61,,RR,,2022-08-23,,,,202201
22 BRANCH OYSTER BAR & RESTAURANT,114.2613,,22.30367,"SHOP NO. G06, G/F, OCEAN POPWALK, NO. 28 TONG CHUN STREET, TSEUNG KWAN O, SAI KUNG, NEW TERRITORIES",98,,RL,#F#G#H,2022-02-05,,,,202201
22 North,114.01691,Western,22.29652,"SHOP G08B, G/F., BLOCK A, DB PLAZA, DISCOVERY BAY, LANTAU, HONG KONG",17,International,RL,#F,2022-08-22,North Point,Buffet,$201-400,202201
22 Ships,114.17109,Western,22.27622,"SHOP NO. 6, G/F., COMMERCIAL PORTION OF J RESIDENCE, 60 JOHNSTON ROAD, WAN CHAI, HONG KONG",12,,RL,#F,2022-06-02,Central,,$401-800,202201
238 RESTAURANT,114.1472,,22.28586,"G/F, 238 HOLLYWOOD ROAD, CENTRAL, HONG KONG",18,,RL,#F,2022-05-10,,,,202201
24 Food Station,114.13646,Western,22.28627,"SHOP 12, G/F., WHITTY STREET COURT, 24 WHITTY STREET, SHEK TONG TSUI, HONG KONG",18,International,RL,,2022-07-10,Western District,Dessert,$51-100,202201
24 YUMMY,114.13609,Western,22.28604,"G/F. (REAR PORTION), NOS. 425T & 425U QUEEN'S ROAD WEST, HONG KONG",18,International,RL,#G#H,2022-04-16,Western District,,Below $50,202201
24-35 Fusion Fast Food,114.17931,Other,22.27806,"SHOP E1, G/F, HUNG YIP BUILDING, NO. 234-236 WAN CHAI ROAD, HONG KONG",12,,RL,,2022-12-22,Wan Chai,Nepalese,$51-100,202201
25 FOOD & DESSERT CUISINE,114.21141,Hong Kong Style,22.28814,"SHOP D1, G/F, 18 HOI TAI STREET, QUARRY BAY, HONG KONG",11,,RL,,2022-05-06,Tsim Sha Tsui,Dessert,Below $50,202201
27 KEBAB HOUSE,114.17447,Other,22.29816,"SHOP 1, G/F, SUPREME HOUSE, NO. 2A HART AVENUE, TSIM SHA TSUI, KOWLOON",61,,RL,,2022-10-03,Wan Chai,Turkish,$51-100,202201
27 KEBAB HOUSE,114.18523,Other,22.26997,"G/F., NO. 2 BLUE POOL ROAD, HAPPY VALLEY, HONG KONG",12,,RL,,2022-03-09,Wan Chai,Turkish,$51-100,202201
28 DISCOVERY CAFE,114.20055,Western,22.2917,"GROUND FLOOR (PORTIONS) AND BASEMENT (PORTION), CHINA UNITED CENTRE, 28 MARBLE ROAD, NORTH POINT, HONG KONG",11,International,RL,,2022-06-26,North Point,Coffee Shop,$51-100,202201
28 居酒屋,114.12982,Western,22.28323,"SHOP J, G/F., TUNG HING MANSION, NO. 41-55 BELCHER'S STREET, KENNEDY TOWN, HONG KONG",18,International,RR,,2022-07-19,Sai Kung,Family Friendly,$51-100,202201
29 COFFEE,114.1526,Western,22.28528,"SHOP G2, G/F., STRAND 50, 50 BONHAM STRAND, SHEUNG WAN, HONG KONG",18,International,RR,,2022-01-05,Ngau Tau Kok,Sandwich,Below $50,202201
298 NIKUYA ROOM,114.1549,Japanese,22.28296,"2/F., PEARL ORIENTAL HOUSE, NO. 60 STANLEY STREET, HONG KONG",18,Japanese,RL,,2022-11-24,Central,Roast Meat,$401-800,202201
2DP,114.17389,,22.29964,"G/F, THE LAMMA TOWER, 12-12A HAU FOOK STREET, TSIM SHA TSUI, KOWLOON",61,,RR,,2022-01-11,,,,202201
2R,114.17235,Western,22.30252,"2/F, HERMES COMMERCIAL CENTRE, 4 HILLWOOD ROAD, TSIM SHA TSUI, KOWLOON",61,,RR,#B,2022-10-04,Central,,$401-800,202201
3 Italiani,113.9461,Western,22.29532,"SHOP G07, G/F., SHERATON HONG KONG TUNG CHUNG HOTEL, 9 YI TUNG ROAD, TUNG CHUNG, LANTAU ISLAND, HONG KONG",17,,RR,,2022-07-01,Tung Chung,Coffee Shop,$51-100,202201
3 TASTE,114.16311,Hong Kong Style,22.31914,"SHOP NO. 17A1, G/F, FU TOR LOY SUN CHUEN, PHASE 1, 26-34 CHERRY STREET, TAI KOK TSUI, KOWLOON",62,,RR,,2022-04-24,Jordan,Hot Pot,$201-400,202201
328 茶餐廳,114.17772,Hong Kong Style,22.36628,"SHOP NO 217, G/F, DD 189, LOT 1631, TIN SAM VILLAGE, TAI WAI, SHA TIN, NEW TERRITORIES",97,,RL,,2022-05-31,Tai Wai,Skewer,Below $50,202201
328自家菜,114.19041,,22.31646,"G/F, 19 MEI KING STREET, TOKWAWAN, KOWLOON",52,,RL,,2022-06-29,,,,202201
338 Bar,114.17906,Western,22.37698,"SHOP C, G/F, LIN FUNG HOUSE, 82-86 CHIK CHUEN STREET, TAI WAI, SHA TIN, NEW TERRITORIES",97,International,RR,,2022-10-31,Tai Wai,Wine,$101-200,202201
365 SOUP HONG KONG,114.16867,,22.29953,"7/F, CHINA HONG KONG CENTRE, 122-126 CANTON ROAD, TSIM SHA TSUI, KOWLOON",61,,RL,,2022-08-21,,,,202201
365小食部,114.13965,,22.36754,"SHOP NO.29, G/F, ON SHING BUILDING, 19-31 TAI PAK TIN STREET, KWAI CHUNG, NEW TERRITORIES",91,,RL,,2022-06-11,,,,202201
37 STEAKHOUSE & BAR X CAMELLIA,114.15005,Western,22.27044,"SHOP NO. G03, G/F. AND SHOP NOS. 101-102, LEVEL 1, THE PEAK GALLERIA, 118 PEAK ROAD, HONG KONG",18,International,RL,#F#G#H,2022-04-27,The Peak,Nostalgic,$401-800,202201
375 CHICKEN' N FRIES,114.15536,,22.28347,"SHOP B, G/F., 79-83 QUEEN'S ROAD CENTRAL, CENTRAL, HONG KONG",18,,RL,,2022-11-24,,,,202201
39 Vietnam Home,114.17055,,22.31155,"SHOP 3, G/F, ARTS MANSION, 4-6 MAN MING LANE AND 46-58 ARTHUR STREET, YAU MA TEI, KOWLOON",61,,RR,,2022-05-19,,,,202201
3E小廚,114.10593,Hong Kong Style,22.37663,"SHOP NO. 6, G/F, BLOCK B, JOYFUL BUILDING, TSUEN KING CIRCUIT, TSUEN WAN, NEW TERRITORIES",92,Tea Restaurant,RL,,2022-10-22,Tsuen Wan,Tea Restaurant,Below $50,202201
3RD SPACE,114.1484,Western,22.28497,"G/F., NO. 16 UPPER STATION STREET, SHEUNG WAN, HONG KONG",18,"Western, International",RR,,2022-04-15,Sheung Wan,International,$101-200,202201
3T BAR,114.17894,Western,22.27454,"MINOR PORTION, G/F., 387-397 QUEEN'S ROAD EAST, HONG KONG",12,Western,RR,,2022-07-08,Wan Chai,Wine,$101-200,202201
3T 廚房,114.16806,,22.44961,"SHOP 222A, LEVEL 2, PLOVER COVE GARDEN, 3 PLOVER COVE ROAD, TAI PO, NEW TERRITORIES",95,,RL,,2022-05-14,,,,202201
3hreesixty,114.16166,Western,22.30492,"SHOP NO. 1090 (PORTION N), FIRST LEVEL AT ELEMENTS, UNION SQUARE, 1 AUSTIN ROAD WEST, KOWLOON STATION, KOWLOON",61,Western,RL,#G#H,2022-01-18,Tuen Mun,,$101-200,202201
404 Plant,114.1504,,22.28576,"G/F. & C/L., 109 JERVOIS STREET, SHEUNG WAN, HONG KONG",18,,RR,,2022-08-23,,,,202201
42ND DAVIS,114.12667,Western,22.2814,"SHOP NO. 4, G/F., SINCERE WESTERN HOUSE, 34-42 DAVIS STREET, KENNEDY TOWN, HONG KONG",18,,RR,,2022-07-03,Western District,,$201-400,202201
42ND Davis,114.12667,Western,22.2814,"SHOP G3, G/F., SINCERE WESTERN HOUSE, 38 DAVIS STREET, KENNEDY TOWN, HONG KONG",18,,RL,,2022-06-28,Western District,,$201-400,202201
5019 Premium Factory,114.15294,,22.28234,"G/F., 46 GRAHAM STREET, CENTRAL, HONG KONG",18,,RL,,2022-11-15,,,,202201
520 茶餐廳,114.16714,Mainland China,22.32311,"G/F, 707 SHANGHAI STREET, KOWLOON",62,,RL,,2022-05-12,Prince Edward,Hong Kong Style,$51-100,202201
52C MEDIUM RARE,114.16955,,22.30381,"G/F., 269 TEMPLE STREET, JORDAN, KOWLOON",61,,RL,,2022-04-02,,,,202201
5ml Wit,114.21117,,22.32223,"SHOP 9, 1/F, EASTMARK, 21 SHEUNG YUET ROAD, KOWLOON BAY, KOWLOON",51,,RL,,2022-12-05,,,,202201
6 café & bar,114.1698,,22.31513,"6/F, HANWAY COMMERCIAL CENTRE, 36 DUNDAS STREET, KOWLOON",61,,RR,,2022-08-25,,,,202201
616,114.13973,Hong Kong Style,22.28662,"G/F., 384 QUEEN'S ROAD WEST, SAI WAN, HONG KONG",18,,RL,,2022-06-08,Mong Kok,Hot Pot,$201-400,202201
616 BEEF HOT POT,114.19554,Hong Kong Style,22.33583,"G/F., CAMBRIDGE BLDG., NO. 20 - 22 KAM WING STREET, SAN PO KONG, KOWLOON",53,,RL,,2022-11-10,Tsim Sha Tsui,Hot Pot,$201-400,202201
616 十二味,114.18007,Hong Kong Style,22.28022,"SHOP C, G/F., TIMES TOWER, 391-407 JAFFE ROAD, WAN CHAI, HONG KONG",12,,RL,,2022-07-27,Mong Kok,Hot Pot,$201-400,202201
616 牛肉火鍋專門店,114.15402,Hong Kong Style,22.34047,"SHOP 1-4, G/F, LAI KWAN COURT, 438 CASTLE PEAK ROAD, CHEUNG SHA WAN, KOWLOON",63,,RL,,2022-08-11,Mong Kok,Hot Pot,$201-400,202201
616 牛肉火鍋專門店,114.23262,Hong Kong Style,22.42547,"SHOP A06, GROUND FLOOR, MA ON SHAN CENTRE, 1 ON CHUN STREET, MA ON SHAN, SHA TIN, NEW TERRITORIES",97,,RL,,2022-02-16,Mong Kok,Hot Pot,$201-400,202201
616 麥子,114.17465,Hong Kong Style,22.29795,"1/F, ENTERPRISE CENTRE, 4 HART AVENUE, TSIM SHA TSUI, KOWLOON",61,,RL,,2022-07-04,Tsim Sha Tsui,Hot Pot,$201-400,202201
616七桌子,114.18861,,22.30666,"SHOP B2, G/F, YUEN WING & ON WING BUILDING, 27, 29, 33-37 & 41-47 MAN TAI STREET, KOWLOON",52,,RL,,2022-04-17,,,,202201
616燒肉酒場,114.1795,,22.37468,"SHOP 4 & 5, G/F, HO SZE HOUSE, 62 CHIK FUK STREET, TAI WAI, NEW TERRITORIES",97,,RL,#G,2022-08-25,,,,202201
616牛肉火鍋專門店,114.02786,Hong Kong Style,22.44241,"SHOP 95 TO 100, G/F , FU SHING BUILDING, 9 SAI CHING STREET, YUEN LONG, NEW TERRITORIES",94,,RL,,2022-06-14,Mong Kok,Hot Pot,$201-400,202201
616牛肉火鍋專門店,114.16333,Hong Kong Style,22.45269,"ROOM 18, LEVEL 1, GREENERY PLAZA, 3 CHUI YI STREET, TAI PO, NEW TERRITORIES",95,,RL,,2022-04-18,Mong Kok,Hot Pot,$201-400,202201
616牛肉火鍋專門店,114.16622,Hong Kong Style,22.32663,"G/F, 21 POPLAR STREET, KOWLOON",63,,RL,,2022-09-22,Mong Kok,Hot Pot,$201-400,202201
616牛肉火鍋專門店,114.17021,Hong Kong Style,22.31628,"3/F, MONGKOK METRO, 594-596 NATHAN ROAD, MONG KOK, KOWLOON",62,,RL,#F#G#H,2022-10-23,Mong Kok,Hot Pot,$201-400,202201
