Name,Longitude,Main_Cuisine,Latitude,Address,District_Code,Cuisine,Type_Code,Info_Code,Exp_Date,Location_Tag,Sub_Cuisine,Price_Range,YYYYMM
1453 Ottoman Mediterranean Cuisine,114.17085,Western,22.3171,"G/F, 19 TUNG CHOI STREET, MONG KOK, KOWLOON",62,,RL,,2017-01-14,Mong Kok,Turkish,$101-200,201601
1520 Restaurant,114.18608,Western,22.27989,"3/F., 22-24 YEE WO STREET, CAUSEWAY BAY, HONG KONG",12,,RL,,2017-01-29,Fo Tan,Organic Food,$51-100,201601
16 Shell,114.19216,Japanese,22.28701,"SHOP B, G/F., PO WING BUILDING, 6-16 SHELL STREET, NORTH POINT, HONG KONG",11,Japanese,RL,,2016-07-09,Tin Hau,Ramen,$101-200,201601
168,114.17784,Hong Kong Style,22.37648,"SHOP B, G/F, ON FU MANSION, 32 CHIK CHUEN STREET, TAI WAI, SHA TIN, NEW TERRITORIES",97,,RR,,2016-09-17,Tai Wai,Skewer,$51-100,201601
168 FUTURE,114.02873,Western,22.46091,"G/F (PORTION) AND, 1/F., 239 FA YUEN STREET, MONG KOK, KOWLOON",62,Western,RL,,2016-03-15,Causeway Bay,Wine,$201-400,201601
168 TEA RESTAURANT,114.22525,Western,22.41472,"MAJOR PORTION OF SHOP 1, G/F, YAN ON SHOPPING CENTRE, YAN ON ESTATE, MA ON SHAN, SHA TIN, NEW TERRITORIES",97,International,RL,,2016-08-19,Sham Shui Po,Steak House,$201-400,201601
168美食軒,114.19013,Hong Kong Style,22.31742,"SHOP 42B, G/F., TING ON BUILDING, 78-80W TOKWAWAN ROAD, TOKWAWAN, KOWLOON",52,,RR,,2016-01-28,Tsim Sha Tsui,Dai Pai Dong,$51-100,201601
16座車仔麵,114.16983,Hong Kong Style,22.32492,"G/F, 215 FA YUEN STREET, MONG KOK, KOWLOON",62,,RR,,2016-03-15,Prince Edward,Food Stall Noodles,Below $50,201601
18 GRAMS,114.18338,Western,22.28166,"SHOP NO. 1B & 1C, GROUND FLOOR, HOI TO COURT, NO. 15 CANNON STREET, HONG KONG",12,"Western, All Day Breakfast",RR,,2017-01-18,Causeway Bay,All Day Breakfast,$51-100,201601
18 Grams,114.12649,Western,22.26913,"UNIT F, G/F. & UNIT F, G, I, 1/F., MAN HEE MANSION, 2-12A JOHNSTON ROAD, WAN CHAI, HONG KONG",12,"Western, All Day Breakfast",RL,,2016-08-26,Causeway Bay,All Day Breakfast,$51-100,201601
18 Grams,114.14229,Western,22.50114,"SHOP NO. 2, G/F., SKYLINE COMMERCIAL CENTRE, 71-77 WING LOK STREET, SHEUNG WAN, HONG KONG",18,"Western, All Day Breakfast",RR,,2016-02-10,Causeway Bay,All Day Breakfast,$51-100,201601
18 Grams,114.16849,Western,22.31883,"SHOP NO. 01A, LEVEL 12, LANGHAM PLACE, 8 ARGYLE STREET, MONG KOK, KOWLOON",62,"Western, All Day Breakfast",RR,,2016-03-24,Causeway Bay,All Day Breakfast,$51-100,201601
18 Grams,114.17311,Western,22.31606,"SHOP 5 ON G/F, TSUI YUEN MANSION, 83-87 DUNDAS STREET &, 2-20 KWONG WA STREET, KOWLOON",62,"Western, All Day Breakfast",RR,,2016-08-11,Causeway Bay,All Day Breakfast,$51-100,201601
18 Grams,114.27266,Western,22.38231,"SHOP NO. 16, G/F, SAI KUNG BUILDING, 42-56 FUK MAN ROAD, SAI KUNG, NEW TERRITORIES",98,"Western, All Day Breakfast",RR,,2016-06-11,Causeway Bay,All Day Breakfast,$51-100,201601
1981創作藝術餐廳,113.98046,,22.38595,"SHOP NO. 29, G/F, RAINBOW GARDEN, 351 CASTLE PEAK ROAD, TUEN MUN, NEW TERRITORIES",93,,RL,#G#H,2016-12-08,,,,201601
1L CAFFE',114.1529,,22.28377,"G/F., 50 GAGE STREET, SHEUNG WAN, HONG KONG",18,,RL,,2016-09-14,,,,201601
2 + 2 Cafe,114.18854,Hong Kong Style,22.3796,"3/F COFFEE SHOP (MAJOR PORTION), ROYAL PARK HOTEL, STTL 183, 8 PAK HOK TING STREET, SHA TIN, NEW TERRITORIES",97,Tea Restaurant,RL,#F#G#H,2016-06-30,Sha Tin,Tea Restaurant,$51-100,201601
2 NE 1,114.17668,Mainland China,22.29996,"SHOP 8-10, BASEMENT 1, ENERGY PLAZA, 92 GRANVILLE ROAD, TSIM SHA TSUI, KOWLOON",61,Stir-Fry,RR,#B,2016-08-01,Aberdeen,Stir-Fry,$101-200,201601
2015 HONG KONG WINE & DINE FESTIVAL,114.15522,Western,22.28402,"TASTING ROOM AT NEW CENTRAL HARBOURFRONT, LUNG WO ROAD, CENTRAL, HONG KONG",18,International,RL,,2016-04-21,Tsim Sha Tsui,Wine,$101-200,201601
2018煮場,114.11649,Mainland China,22.36899,"G/F, 114 CHUNG ON STREET, TSUEN WAN, NEW TERRITORIES",92,Guangdong,RL,,2016-04-28,Sha Tin,,$51-100,201601
208,114.17619,Western,22.27732,"SHOP A ON G/F & PORTION OF SHOP A & SHOP B ON 1/F., TAI PING MANSION, NOS. 208-214 HOLLYWOOD ROAD & NOS. 21-27 TAI PING SHAN STREET, HONG KONG",18,,RL,,2016-11-24,Sheung Wan,,$201-400,201601
22 North,114.01691,Western,22.29652,"SHOP G08B, G/F., BLOCK A, DB PLAZA, DISCOVERY BAY, LANTAU, HONG KONG",17,International,RL,#F,2016-08-22,North Point,Buffet,$201-400,201601
22 Ships,114.17109,Western,22.27622,"SHOP NO. 6, G/F., COMMERCIAL PORTION OF J RESIDENCE, 60 JOHNSTON ROAD, WAN CHAI, HONG KONG",12,,RL,#F,2016-06-02,Central,,$401-800,201601
238 RESTAURANT,114.1472,,22.28586,"G/F, 238 HOLLYWOOD ROAD, CENTRAL, HONG KONG",18,,RL,#F,2016-05-10,,,,201601
25 FOOD & DESSERT CUISINE,114.21141,Hong Kong Style,22.28814,"SHOP D1, G/F, 18 HOI TAI STREET, QUARRY BAY, HONG KONG",11,,RL,,2016-05-06,Tsim Sha Tsui,Dessert,Below $50,201601
277 DESSERTS TAVERN,114.16999,Hong Kong Style,22.32583,"G/F, 244 FA YUEN STREET, MONG KOK, KOWLOON",62,,RL,,2016-04-16,Wan Chai,Dessert,Below $50,201601
28.美食軒,114.13118,Mainland China,22.28477,"FLAT F, G/F, 28 SANDS STREET, KENNEDY TOWN, WESTERN, HONG KONG",18,Guangdong,RL,#F#G#H,2016-03-12,Mong Kok,Sichuan,$201-400,201601
298 NIKUYA ROOM,114.1549,Japanese,22.28296,"2/F., PEARL ORIENTAL HOUSE, NO. 60 STANLEY STREET, HONG KONG",18,Japanese,RL,,2016-11-24,Central,Roast Meat,$401-800,201601
298 Nikuya Kitchen,114.17502,Japanese,22.29918,"SHOP C, 3/F, CHINA INSURANCE BUILDING, 48 CAMERON ROAD, TSIM SHA TSUI, KOWLOON",61,Japanese,RL,,2016-03-20,Central,Roast Meat,$401-800,201601
298茶餐廳,114.17746,Hong Kong Style,22.2778,"B/M & G/F (PTN), KWONG SENG HONG BUILDING, 298 HENNESSY ROAD, WAN CHAI, HONG KONG",12,Tea Restaurant,RL,,2016-07-25,Tsim Sha Tsui,Tea Restaurant,$51-100,201601
328 茶餐廳,114.17772,Hong Kong Style,22.36628,"SHOP NO 217, G/F, DD 189, LOT 1631, TIN SAM VILLAGE, TAI WAI, SHA TIN, NEW TERRITORIES",97,,RL,,2016-05-31,Tai Wai,Skewer,Below $50,201601
328烤魚雞煲,114.18863,Mainland China,22.3182,"G/F & C/L, 28A PAK TAI STREET, TOKWAWAN, KOWLOON CITY, KOWLOON",52,Noodles/Rice Noodles,RL,,2016-12-17,Tsuen Wan,Noodles/Rice Noodles,Below $50,201601
33,114.18698,Japanese,22.27749,"G/F., 33 HAVEN STREET, CAUSEWAY BAY, HONG KONG",12,"Japanese, Bakery",RL,,2016-10-26,Causeway Bay,Bakery,Below $50,201601
338 Bar,114.17906,Western,22.37698,"SHOP C, G/F, LIN FUNG HOUSE, 82-86 CHIK CHUEN STREET, TAI WAI, SHA TIN, NEW TERRITORIES",97,International,RR,,2016-10-31,Tai Wai,Wine,$101-200,201601
39 Vietnam Home,114.17055,,22.31155,"SHOP 3, G/F, ARTS MANSION, 4-6 MAN MING LANE AND 46-58 ARTHUR STREET, YAU MA TEI, KOWLOON",61,,RR,,2016-06-01,,,,201601
3D,114.1725,Western,22.30285,"11/F, HON KWOK JORDAN CENTRE, 7 HILLWOOD ROAD, KOWLOON",61,Western,RR,#B,2016-12-23,Lai Chi Kok,Western,$101-200,201601
3RD SPACE,114.14752,Western,22.28436,"SHOP A, G/F., TAI HING BUILDING,  22-34 PO HING FONG, SHEUNG WAN, HONG KONG",18,"Western, International",RR,,2016-05-12,Sheung Wan,International,$101-200,201601
3T BAR,114.17894,Western,22.27454,"MINOR PORTION, G/F., 387-397 QUEEN'S ROAD EAST, HONG KONG",12,Western,RR,,2016-07-08,Wan Chai,Wine,$101-200,201601
3Z,114.15636,Japanese,22.33821,"G/F (PORTION) & BASEMENT, CHINACHEM 333 PLAZA, 333 CASTLE PEAK ROAD, SHAM SHUI PO, KOWLOON",63,Japanese,RR,,2016-02-06,Tsim Sha Tsui,Sushi/Sashimi,$401-800,201601
41B,114.19757,Taiwan,22.33473,"G/F, 7 HONG KEUNG STREET, SAN PO KONG, KOWLOON",53,,RL,,2016-01-25,Yuen Long,Dessert,Below $50,201601
42ND Davis,114.12667,Western,22.2814,"SHOP 5, G/F., SINCERE WESTERN HOUSE, NO. 42 DAVIS STREET, KENNEDY TOWN, HONG KONG",18,,RL,,2016-06-10,Western District,,$201-400,201601
5 Senses Korean BBQ Restaurant,114.20378,Hong Kong Style,22.29109,"1/F., ETERNAL BUILDING, NO. 112-114 TSAT TSZ MUI ROAD, NORTH POINT, HONG KONG",11,Tea Restaurant,RL,,2016-08-14,Tai Po,Tea Restaurant,Below $50,201601
5泰,114.19097,South-east Asia,22.31707,"SHOP NO. 2, G/F, ON HONG BUILDING, NOS. 49, 51, 53, 57, 59 AND 61 MEI KING STREET, KOWLOON",52,"Thai, Seafood",RL,,2016-10-21,Kowloon City,Seafood,$101-200,201601
66 HOT POT,114.17888,,22.31551,"SHOP NO. 7, G/F & M/F, NGAI HING MANSION, 74-76 HAK PO STREET, 2-24 PAK PO STREET & 5 YIM PO FONG STREET, MONG KOK, KOWLOON",62,,RL,,2016-02-02,,,,201601
68 Pub,114.1792,Western,22.37446,"G/F, 1, KAM FAI BLDG, CHIK SAU LANE, SHA TIN, NEW TERRITORIES",97,International,RR,,2016-06-30,Mong Kok,Wine,$101-200,201601
68茶餐廳,114.17799,Hong Kong Style,22.37555,"SHOP NO 1, G/F, RICH COURT, 31 CHIK FU STREET, TAI WAI, SHA TIN, NEW TERRITORIES",97,,RL,,2016-01-26,North Point,Sichuan,$201-400,201601
6V Pub,114.16845,Western,22.44868,"G/F, 12 TUNG SAU SQUARE, TAI PO, NEW TERRITORIES",95,International,RR,,2016-06-30,Prince Edward,Wine,$101-200,201601
6º,114.15492,Taiwan,22.28091,"SHOP B & C ON G/F AND ROOMS 102 & 103 ON LEVEL 1, YU YUET LAI BUILDING, 43-55 WYNDHAM STREET, CENTRAL, HONG KONG",18,,RR,,2016-12-16,Mong Kok,Hot Pot,$201-400,201601
7 DAYS,114.16737,Hong Kong Style,22.44868,"G/F, 83 KWONG FUK ROAD, TAI PO, NEW TERRITORIES",95,,RL,,2016-12-15,Quarry Bay,Coffee Shop,Below $50,201601
7-ELEVEN FOOD STORE,114.17558,,22.28107,"PORTION C OF SHOP NO. G6, G/F., HARBOUR CENTRE, 25 HARBOUR ROAD, WAN CHAI, HONG KONG",12,,RR,,2016-12-13,,,,201601
759 Skyland,114.16892,Hong Kong Style,22.44991,"SHOP NOS. 287-295, LEVEL 2, ZONE B, TAI PO MEGA MALL, TAI PO, NEW TERRITORIES",95,,RR,,2016-06-08,Kwun Tong,Wonton/Dumpling,$51-100,201601
759茶餐廳,114.13271,Hong Kong Style,22.36754,"PORTION B2 OF SHOP B, G/F, KWONG FAI BUILDING, 7 & 9 KWONG FAI CIRCUIT, KWAI CHUNG, NEW TERRITORIES",91,,RL,,2016-03-09,To Kwa Wan,Dessert,Below $50,201601
759車仔麵,114.20377,,22.32388,"SHOP 2, G/F, KOWLOON BAY INTERNATIONAL TRADE & EXHIBITION CENTRE, NO. 1 TRADEMART DRIVE, KOWLOON BAY, KOWLOON",51,,RR,,2016-07-02,,,,201601
759雲吞麵,114.11519,Hong Kong Style,22.371,"SHOP B1, G/F, BLOCK B, WAH SING BUILDING, 80-84 HAU TEI SQUARE, TSUEN WAN, NEW TERRITORIES",92,Noodles/Rice Noodles,RL,,2016-05-12,Tseung Kwan O,Noodles/Rice Noodles,Below $50,201601
759雲吞麵,114.15657,Hong Kong Style,22.33484,"SHOP NO. 1, G/F, ANCILLARY FACILITIES BLOCK, CHEUNG SHA WAN ESTATE, KOWLOON",63,Noodles/Rice Noodles,RL,,2016-04-14,Tseung Kwan O,Noodles/Rice Noodles,Below $50,201601
78 HOLMES CAFE,114.16875,Western,22.27606,"SHOP C, G/F., MOONFUL COURT, 17A MOON STREET, WAN CHAI, HONG KONG",12,International,RL,,2016-08-24,Tsim Sha Tsui,Wine,$101-200,201601
8 Blessings,114.21422,Western,22.32721,"SHOP 123, G/F, TBG MALL, TAK BO GARDEN, 3 NGAU TAU KOK ROAD, KOWLOON",51,"International, Seafood",RR,,2016-12-11,Tsim Sha Tsui,Seafood,$201-400,201601
8 Days Restaurant,114.16638,Western,22.32728,"SHOP E, G/F, HUNG WAN BUILDING, 31-41 CHEUNG SHA WAN ROAD, KOWLOON",63,Western,RL,,2016-11-01,Central,Certified Halal Food,$101-200,201601
8 Fine Irishmen Pub,114.17958,Western,22.33013,"G/F, 8 OBSERVATORY COURT, KOWLOON",61,Western,RR,,2016-05-09,Tsim Sha Tsui,Wine,$101-200,201601
8 HAPPINESS,114.19259,Hong Kong Style,22.34302,"SHOP G4A, G/F, WONG TAI SIN PLAZA, WONG TAI SIN, KOWLOON",53,Stir-Fry,RL,,2016-02-18,Happy Valley,Stir-Fry,$101-200,201601
8 OWL,114.15235,Japanese,22.28455,"G/F., NOS. 2 AND 8 ON WO LANE, CENTRAL, HONG KONG",18,"Japanese, Western",RL,,2016-08-07,Mong Kok,Western,$101-200,201601
8 OZ,114.15403,Hong Kong Style,22.24361,"SHOP B, G/F., NO. 132 MAIN STREET AP LEI CHAU, HONG KONG",15,,RL,,2016-08-03,San Po Kong,Food Stall Noodles,Below $50,201601
81 BAN,114.16398,Western,22.28004,"SHOP D2-D3, UG/F., FAR EAST FINANCE CENTRE, 16 HARCOURT ROAD, ADMIRALTY, HONG KONG",18,International,RL,,2016-06-09,Tsim Sha Tsui,Wine,$201-400,201601
81 BAN,114.16849,Western,22.31883,"SHOP 12, LEVEL 4A, LANGHAM PLACE, 8 ARGYLE STREET, MONG KOK, KOWLOON",62,International,RL,,2016-10-19,Tsim Sha Tsui,Wine,$201-400,201601
83 Fast Food,114.19131,Western,22.32852,"G/F, 74 TAK KU LING ROAD, KOWLOON CITY, KOWLOON",52,Western,RL,,2016-05-26,Tai Po,Pizza,$51-100,201601
85 South,114.15308,Western,22.28429,"SHOP B ON G/F, 6-10 KAU U FONG, CENTRAL, HONG KONG",18,Western,RL,,2016-11-09,Kwun Tong,Wine,$101-200,201601
85C,114.25095,Taiwan,22.26077,"PORTION A OF SHOP NO. G01, GROUND FLOOR, SIU SAI WAN PLAZA (FORMING PART OF COMMERCIAL / CAR PARK BLOCKS), SIU SAI WAN ESTATE, SIU SAI WAN ROAD, CHAI WAN, HONG KONG",11,Bakery,RR,,2016-08-05,Yau Tong,Bakery,Below $50,201601
85℃,114.14673,Taiwan,22.24382,"PORTION A OF UNIT NO. G07 & G08, G/F., MARINA SQUARE, WEST COMMERCIAL BLOCK, SOUTH HORIZONS, APLEICHAU, HONG KONG",15,Bakery,RR,,2016-01-14,To Kwa Wan,Bakery,Below $50,201601
85℃,114.16844,Taiwan,22.32215,"PORTION A OF SHOP E, GROUND FLOOR, CARPRIO MANSION, NO. 1 LAI CHI KOK ROAD, KOWLOON",62,Bakery,RR,,2016-11-29,To Kwa Wan,Bakery,Below $50,201601
85℃,114.18964,Taiwan,22.32039,"PORTION A OF SHOPS B017 + B018, G/F, CHING LONG SHOPPING CENTRE, KOWLOON CITY, KOWLOON",52,Bakery,RR,,2016-01-18,To Kwa Wan,Bakery,Below $50,201601
85℃,114.23202,Taiwan,22.31957,"PORTION A OF SHOP NO. 18, GROUND FLOOR,SAU MAU PING SHOPPING CENTRE, SAU MAU PING ESTATE, SAU MING ROAD, SAU MAU PING, KOWLOON",51,Bakery,RR,,2016-02-04,To Kwa Wan,Bakery,Below $50,201601
85℃,114.29338,Taiwan,22.27823,"PORTION A OF SHOP NO. 111 ON FIRST FLOOR, DOMAIN, YAU TONG, KOWLOON",51,Bakery,RR,,2016-05-14,To Kwa Wan,Bakery,Below $50,201601
88 Bar Limited,114.17858,Hong Kong Style,22.27765,"13/F, 197-199 WAN CHAI ROAD, WAN CHAI, HONG KONG",12,,RR,#B,2017-02-06,Fo Tan,Online Shop/ Food Distributor,Below $50,201601
89美食坊,114.11858,Hong Kong Style,22.37166,"SHOP NO. 2, G/F, 171 CASTLE PEAK ROAD, TSUEN WAN, NEW TERRITORIES",92,Noodles/Rice Noodles,RR,,2016-01-14,Sham Shui Po,Noodles/Rice Noodles,Below $50,201601
8度石鍋&甜品,114.19129,Japanese,22.27877,"G/F., 58 TUNG LO WAN ROAD, CAUSEWAY BAY, HONG KONG",12,Japanese,RL,,2016-07-15,Causeway Bay,Coffee Shop,$101-200,201601
8號餐廳,114.17481,Western,22.29909,"G/F, CHINACHEM CAMERON CENTRE, 42 CAMERON ROAD, TSIM SHA TSUI, KOWLOON",61,Western,RL,,2017-01-18,Tai Po,,$51-100,201601
911餐廳,113.93557,,22.2841,"G/F., 101 MA WAN CHUNG, TUNG CHUNG, LANTAU ISLAND, NEW TERRITORIES",17,,RR,,2016-09-23,,,,201601
968菊池,114.18951,Mainland China,22.31539,"SHOP NO. 6, G/F, BLOCK C, I-FENG MANSION, 237-239 TO KWA WAN ROAD, TO KWA WAN, KOWLOON",52,Noodles/Rice Noodles,RL,,2016-02-11,Wan Chai,Noodles/Rice Noodles,$51-100,201601
99茶寮,114.21155,Japanese,22.34073,"SHOP NO.3, G/F, SHOPPING CENTRE, KINGSFORD TERRACE, 8 KING TUNG STREET, KOWLOON",53,Japanese,RL,,2016-04-22,Central,,$51-100,201601
A E,114.17565,Western,22.277,"2/F., NOS. 178-186 JOHNSTON ROAD, WAN CHAI, HONG KONG",12,,RR,#B,2016-10-02,Western District,French,$201-400,201601
A FIFTH,114.17556,Mainland China,22.29922,"5/F, KATHERINE HOUSE, 53-55 CHATHAM ROAD SOUTH, TSIM SHA TSUI, KOWLOON",61,"Guangdong, Seafood",RR,,2016-06-24,Yau Ma Tei,Seafood,$201-400,201601
A LITTLE BIT,114.16163,Western,22.33456,"SHOP NO. 5, G/F, KIN MAN BUILDING, 66 CASTLE PEAK ROAD, CHEUNG SHA WAN, KOWLOON",63,Western,RL,,2016-05-12,Kwun Tong,Cake Shop,$201-400,201601
A LITTLE BIT RESTAURANT,114.16273,Hong Kong Style,22.45294,"SHOP 11A, G/F, BLOCK C, GREENERY PLAZA, 3 CHUI YI STREET, TAI PO, NEW TERRITORIES",95,,RL,,2016-09-23,Tai Wai,Dessert,Below $50,201601
A La Bakery,114.15533,Western,22.28554,"G/F(PORTION 'B'), TWO CHINACHEM PLAZA, 68 CONNAUGHT ROAD CENTRAL, HONG KONG",18,"Western, Bakery",RR,,2016-12-07,Shau Kei Wan,Bakery,Below $50,201601
