Name,Longitude,Main_Cuisine,Latitude,Address,District_Code,Cuisine,Type_Code,Info_Code,Exp_Date,Location_Tag,Sub_Cuisine,Price_Range,YYYYMM
& Green,114.18635,South-east Asia,22.30367,"SHOP 1B, G/F., HARBOUR PLACE, 8 OI KING STREET, HUNG HOM, KOWLOON",52,"Thai, Seafood",RR,,2019-06-13,Causeway Bay,Seafood,$101-200,201901
---,113.96675,Hong Kong Style,22.37257,"SHOP NOS. 17 & 96, OCEAN WALK, 168-236 WU CHUI ROAD, TUEN MUN, NEW TERRITORIES",93,BBQ,RL,,2019-10-22,Kwun Tong,BBQ,$201-400,201901
---,114.02335,Hong Kong Style,22.43814,"G/F, 453B MA TIN TSUEN, SHAP PAT HEUNG, YUEN LONG, NEW TERRITORIES",94,BBQ,RL,,2019-11-22,Kwun Tong,BBQ,$201-400,201901
---,114.02531,Hong Kong Style,22.4421,"SHOP 7, G/F, ON NING BUILDING, 20-30B MA TIN ROAD, YUEN LONG, NEW TERRITORIES",94,BBQ,RL,#G#H,2019-08-17,Kwun Tong,BBQ,$201-400,201901
---,114.12864,Hong Kong Style,22.50406,"SHOP A, B, C, D, G/F, 16 FU HING STREET, SHEUNG SHUI, NEW TERRITORIES",96,BBQ,RR,,2019-08-10,Kwun Tong,BBQ,$201-400,201901
---,114.17002,Hong Kong Style,22.31998,"1/F, FORTUNE CREST, 138 SAI YEUNG CHOI STREET SOUTH, MONG KOK, KOWLOON",62,BBQ,RL,,2020-01-14,Kwun Tong,BBQ,$201-400,201901
---,114.17192,Hong Kong Style,22.36343,"SHOP NO. 117, G/F, HIN KENG SHOPPING CENTRE, HIN KENG ESTATE, 69 CHE KUNG MIU ROAD, SHA TIN, NEW TERRITORIES",97,BBQ,RR,,2019-08-31,Kwun Tong,BBQ,$201-400,201901
---,114.20534,Hong Kong Style,22.3819,"STALL NOS. 33, 34 AND 35, G/F, YU CHUI LUCKY MARKET, YU CHUI SHOPPING CENTRE, YU CHUI COURT, SHA TIN, NEW TERRITORIES",97,BBQ,RL,,2019-09-07,Kwun Tong,BBQ,$201-400,201901
---           /   HK Diner,114.00468,Hong Kong Style,22.45704,"SHOP G01C, G/F, PHASE 2, KINGSWOOD GINZA, 12-18 TIN YAN ROAD, TIN SHUI WAI, YUEN LONG, NEW TERRITORIES",94,Tea Restaurant,RL,,2019-08-11,Wong Tai Sin,Tea Restaurant,$51-100,201901
.TAPS,114.27187,,22.3795,"G/F, NO. 34 SEE CHEUNG STREET, SAI KUNG, NEW TERRITORIES",98,,RR,,2019-05-14,,,,201901
/,114.22575,Western,22.31561,"G/F, 109 HIP WO STREET , KWUN TONG, KOWLOON",51,"Western, All Day Breakfast",RR,,2019-01-23,Wan Chai,All Day Breakfast,$51-100,201901
/,114.2261,Western,22.31123,"SHOP G26-G27, G/F, KWUN TONG PLAZA, 68 HOI YUEN ROAD, KWUN TONG, KOWLOON",51,"Western, All Day Breakfast",RR,,2019-05-02,Wan Chai,All Day Breakfast,$51-100,201901
/,114.22941,Western,22.32075,"SHOP 217A, 2/F, HIU LAI SHOPPING CENTRE, HIU LAI COURT, HIU KWONG STREET, SAU MAU PING, KOWLOON",51,"Western, All Day Breakfast",RR,,2019-03-06,Wan Chai,All Day Breakfast,$51-100,201901
001 Company Limited,114.20959,Japanese,22.29144,"SHOP G1 OF LOWER G/F AND SHOP G2 OF UPPER G/F., WELLEY BUILDING, 97 WELLINGTON STREET, CENTRAL, HONG KONG",18,"Japanese, Western",RR,,2019-06-26,Western District,Western,$201-400,201901
02 PUB,114.16998,Western,22.31164,"G/F & C/L, 262-264 TEMPLE STREET, JORDAN, KOWLOON",61,International,RL,#C,2019-03-04,Tin Hau,Wine,$201-400,201901
1+2豬扒餐廳,114.16842,Hong Kong Style,22.31685,"MAJOR PORTION OF G/F, 511 SHANGHAI STREET, MONG KOK, KOWLOON",62,Tea Restaurant,RL,,2019-03-21,Tuen Mun,Tea Restaurant,Below $50,201901
1/16 Coffee Co,114.15465,Western,22.28261,"SHOP 1, LG/F., 1 LYNDHURST TOWER, NO. 1 LYNDHURST TERRACE, NO. 78 WELLINGTON STREET, CENTRAL, HONG KONG",18,Western,RR,,2019-10-07,Cheung Sha Wan,Coffee Shop,$51-100,201901
10 ST. FRANCIS,114.16944,Western,22.27608,"G/F., 10 ST. FRANCIS STREET, WANCHAI, HONG KONG",12,Western,RR,,2019-05-23,Wan Chai,Wine,$101-200,201901
10 Shanghai,114.18561,Mainland China,22.27864,"SHOP NO. 101, 1/F., LEE GARDENS TWO, 28 YUN PING ROAD, CAUSEWAY BAY, HONG KONG",12,Stir-Fry,RL,,2019-08-05,Causeway Bay,Stir-Fry,$201-400,201901
100米 & 意葡點,114.10172,Hong Kong Style,22.37161,"SHOP NOS. 5 & 10, GROUND FLOOR, BELVEDERE SQUARE OF BELVEDERE GARDEN PHASE 3, 625 CASTLE PEAK ROAD, TSUEN WAN, NEW TERRITORIES",92,Noodles/Rice Noodles,RL,,2019-10-27,Wan Chai,Noodles/Rice Noodles,$101-200,201901
101,114.18179,Taiwan,22.27893,"29/F., SOUNDWILL PLAZA II - MIDTOWN, 1-23 TANG LUNG STREET, CAUSEWAY BAY, HONG KONG",12,,RL,,2019-08-06,Causeway Bay,Hot Pot,$201-400,201901
101 Taiwanese Cuisine,114.16966,Hong Kong Style,22.32177,"G/F, 208 SAI YEUNG CHOI STREET SOUTH, MONG KOK, KOWLOON",62,,RL,,2019-09-07,Tsing Yi,Taiwan,$51-100,201901
101 肉燥飯專門店,113.97449,Hong Kong Style,22.39785,"SHOP B, G/F, MAI KEI BUILDING, 146 HO PONG STREET, TUEN MUN, NEW TERRITORIES",93,,RL,,2019-03-17,Tsing Yi,Taiwan,$51-100,201901
101Taiwanese Cafe,114.10782,Hong Kong Style,22.35927,"SHOP UNIT G30, LEVEL G, MARITIME SQUARE, TSING YI, NEW TERRITORIES",91,,RL,,2019-06-20,Tsing Yi,Taiwan,$51-100,201901
101台式休閒餐廳,114.20212,Hong Kong Style,22.3496,"SHOP NO. 410C, 4/F., TSZ WAN SHAN SHOPPING CENTRE, TSZ LOK ESTATE, TSZ WAN SHAN, WONG TAI SIN, KOWLOON",53,,RL,,2019-01-08,Tsing Yi,Taiwan,$51-100,201901
101台式休閒餐廳,114.24875,Hong Kong Style,22.26268,"SHOP 119, 119A AND 120, FIRST FLOOR, SIU SAI WAN PLAZA, SIU SAI WAN ESTATE, 10 SIU SAI WAN ROAD, CHAI WAN, HONG KONG",11,,RL,,2019-09-25,Tsing Yi,Taiwan,$51-100,201901
101肉燥飯專門店,114.17093,Hong Kong Style,22.31565,"2/F, 2W SAI YEUNG CHOI STREET SOUTH, MONG KOK, KOWLOON",62,,RL,,2019-05-29,Tsing Yi,Taiwan,$51-100,201901
101肉燥飯專門店,114.17409,Hong Kong Style,22.29966,"G/F, 10A HAU FOOK STREET, TSIM SHA TSUI, KOWLOON",61,,RL,,2019-06-17,Tsing Yi,Taiwan,$51-100,201901
101肉燥飯專門店,114.17427,Hong Kong Style,22.29972,"SHOP I2 & J2 ON GROUND FLOOR AND WHOLE OF FIRST FLOOR OF LUXURY COURT, NO. 9 HAU FOOK STREET, KOWLOON",61,,RL,#G,2019-04-29,Tsing Yi,Taiwan,$51-100,201901
101肉燥飯專門店,114.26875,Hong Kong Style,22.31669,"SHOP 205A, 2/F, SHEUNG TAK SHOPPING CENTRE, SHEUNG TAK ESTATE, TSEUNG KWAN O, SAI KUNG, NEW TERRITORIES",98,,RL,,2019-02-27,Tsing Yi,Taiwan,$51-100,201901
101臺灣品味館,114.17057,,22.31215,"G/F, INDEPENDENT BUILDING, NO. 499 NATHAN ROAD, YAU MA TEI, KOWLOON",61,,RL,,2019-03-05,,,,201901
11 Westside,114.12719,Japanese,22.28147,"1/F., THE HUDSON, 11 DAVIS STREET, KENNEDY TOWN, HONG KONG",18,Japanese,RL,#G,2019-04-10,Western District,Skewer,$201-400,201901
12000 FRANCS,114.15248,Japanese,22.28262,"SHOP A, G/F., ELGIN BUILDING, 43 ELGIN STREET, CENTRAL, HONG KONG",18,Japanese,RL,,2019-10-01,Causeway Bay,Hot Pot,$101-200,201901
121 BC,114.1528,,22.28263,"G/F., 42-44 PEEL STREET, CENTRAL, HONG KONG",18,,RL,,2019-08-09,,,,201901
128 特式小食店,114.13807,Hong Kong Style,22.33708,"SHOP NO. 28A, PODIUM FLOOR, MEI FOO SUN CHUEN, 15 BROADWAY STREET, SHAM SHUI PO, KOWLOON",63,,RR,,2019-09-16,Mei Foo,,Below $50,201901
13 FOOD ANGEL,114.22636,Western,22.2783,"SHOP B, G/F., 356 SHAU KEI WAN ROAD, SHAU KEI WAN, HONG KONG",11,Western,RL,,2019-01-07,Shau Kei Wan,Western,$101-200,201901
133 LOUNGE,114.16862,Western,22.44812,"G/F, 133 KWONG FUK ROAD, TAI PO, NEW TERRITORIES",95,Western,RR,,2019-06-30,Tai Po,,$101-200,201901
138吧,114.16957,Hong Kong Style,22.31563,"1/F, MAX COMMERCIAL BUILDING, NO. 138 PORTLAND STREET, MONG KOK, KOWLOON",62,,RR,,2019-03-26,Mong Kok,Wine,Below $50,201901
13E,114.1827,Western,22.28071,"13/F, EVERNEW HOUSE, 485 LOCKHART ROAD, WAN CHAI, HONG KONG",12,Western,RR,,2019-05-29,Cheung Sha Wan,Coffee Shop,$51-100,201901
1453 Ottoman Mediterranean Cuisine,114.17085,Western,22.3171,"G/F, 19 TUNG CHOI STREET, MONG KOK, KOWLOON",62,,RL,,2020-01-14,Mong Kok,Turkish,$101-200,201901
1563 AT THE EAST,114.12366,Western,22.2712,"6/F., AND OUTSIDE SEATING ACCOMMODATION ON FLAT ROOF AT 6/F., HOPEWELL CENTRE, 183 QUEEN'S ROAD EAST, WAN CHAI, HONG KONG",12,Western,RL,#A#E#F,2019-06-08,Kowloon City,Coffee Shop,$101-200,201901
16 Shell,114.19216,Japanese,22.28701,"SHOP B, G/F., PO WING BUILDING, 6-16 SHELL STREET, NORTH POINT, HONG KONG",12,Japanese,RL,,2019-07-09,Tin Hau,Ramen,$101-200,201901
168,114.17784,Hong Kong Style,22.37648,"SHOP B, G/F, 32 CHIK CHUEN STREET, TAI WAI, SHA TIN, NEW TERRITORIES",97,,RR,,2019-09-17,Tai Wai,Skewer,$51-100,201901
168 Future,114.1822,Western,22.2777,"20/F, BARTLOCK CENTRE, 3 YIU WA STREET, CAUSEWAY BAY, WAN CHAI, HONG KONG",12,Western,RR,,2020-01-04,Causeway Bay,Wine,$201-400,201901
168 TEA RESTAURANT,114.22525,Western,22.41472,"MAJOR PORTION OF SHOP 1, G/F, YAN ON SHOPPING CENTRE, YAN ON ESTATE, MA ON SHAN, SHA TIN, NEW TERRITORIES",97,International,RL,,2019-08-19,Sham Shui Po,Steak House,$201-400,201901
168美食軒,114.19013,Hong Kong Style,22.31742,"SHOP 42B, G/F., TING ON BUILDING, 78-80W TOKWAWAN ROAD, TOKWAWAN, KOWLOON",52,,RR,,2019-01-28,Tsim Sha Tsui,Dai Pai Dong,$51-100,201901
16座車仔麵,114.16983,Hong Kong Style,22.32492,"G/F, 215 FA YUEN STREET, MONG KOK, KOWLOON",62,,RR,,2019-03-23,Prince Edward,Food Stall Noodles,Below $50,201901
17th April Kitchen,114.02377,,22.44728,"SHOP NO. 10, G/F, FU LOY GARDEN, 7 MA WANG ROAD, YUEN LONG, NEW TERRITORIES",94,,RR,,2019-06-26,,,,201901
18,114.18028,Mainland China,22.28048,"18/F., UNIVERSAL HOUSE, 229-230 GLOUCESTER ROAD, WAN CHAI, HONG KONG",12,"Guangdong, Stir-Fry",RR,,2019-06-13,Sha Tin,Stir-Fry,$201-400,201901
18 GRAMS,114.18338,Western,22.28166,"SHOP NO. 1B & 1C, GROUND FLOOR, HOI TO COURT, NO. 15 CANNON STREET, HONG KONG",12,"Western, All Day Breakfast",RR,,2019-01-18,Causeway Bay,All Day Breakfast,$51-100,201901
18 GRAMS COFFEE ROASTERY LAB,114.15181,Western,22.28556,"GROUND FLOOR, NOS. 1 & 3 MERCER STREET, SHEUNG WAN, HONG KONG",18,"Western, All Day Breakfast",RR,,2019-09-25,Causeway Bay,All Day Breakfast,$51-100,201901
18th HOT POT,114.11671,Mainland China,22.37007,"18/F, TAI HUNG FAI (TSUEN WAN) CENTRE, 55 CHUNG ON STREET, TSUEN WAN, NEW TERRITORIES",92,Guangdong,RL,,2019-05-04,Mong Kok,Hot Pot,$201-400,201901
1941,114.15334,Western,22.28027,"SHOP NO. 1, G/F., THERETO DRAGON COURT, NO. 28 CAINE ROAD, HONG KONG",18,Western,RL,,2019-02-18,Cheung Sha Wan,Coffee Shop,$51-100,201901
1981創作藝術餐廳,113.98046,,22.38595,"SHOP NO. 29, G/F, RAINBOW GARDEN, 351 CASTLE PEAK ROAD, TUEN MUN, NEW TERRITORIES",93,,RL,#G#H,2019-12-08,,,,201901
1987 Kitchen,114.02618,Western,22.44242,"SHOP 11, G/F, HO SING BUILDING, 28 KAM FAI PATH, YUEN LONG, NEW TERRITORIES",94,Western,RL,,2019-05-08,Yuen Long,,$101-200,201901
2 + 2 Cafe,114.18854,Hong Kong Style,22.3796,"3/F COFFEE SHOP (MAJOR PORTION), ROYAL PARK HOTEL, STTL 183, 8 PAK HOK TING STREET, SHA TIN, NEW TERRITORIES",97,Tea Restaurant,RL,#F#G#H,2019-06-30,Sha Tin,Tea Restaurant,$51-100,201901
208,114.17619,Western,22.27732,"SHOP A ON G/F & PORTION OF SHOP A & SHOP B ON 1/F., TAI PING MANSION, NOS. 208-214 HOLLYWOOD ROAD & NOS. 21-27 TAI PING SHAN STREET, HONG KONG",18,,RL,,2019-11-24,Sheung Wan,,$201-400,201901
22 North,114.01691,Western,22.29652,"SHOP G08B, G/F., BLOCK A, DB PLAZA, DISCOVERY BAY, LANTAU, HONG KONG",17,International,RL,#F,2019-08-22,North Point,Buffet,$201-400,201901
22 Ships,114.17109,Western,22.27622,"SHOP NO. 6, G/F., COMMERCIAL PORTION OF J RESIDENCE, 60 JOHNSTON ROAD, WAN CHAI, HONG KONG",12,,RL,#F,2019-06-02,Central,,$401-800,201901
238 RESTAURANT,114.1472,,22.28586,"G/F, 238 HOLLYWOOD ROAD, CENTRAL, HONG KONG",18,,RL,#F,2019-05-10,,,,201901
24 Food Station,114.13646,Western,22.28627,"SHOP 12, G/F., WHITTY STREET COURT, 24 WHITTY STREET, SHEK TONG TSUI, HONG KONG",18,International,RL,,2019-07-10,Western District,Dessert,$51-100,201901
25 FOOD & DESSERT CUISINE,114.21141,Hong Kong Style,22.28814,"SHOP D1, G/F, 18 HOI TAI STREET, QUARRY BAY, HONG KONG",11,,RL,,2019-05-06,Tsim Sha Tsui,Dessert,Below $50,201901
27 KEBAB HOUSE,114.17447,Other,22.29816,"SHOP 1, G/F, SUPREME HOUSE, NO. 2A HART AVENUE, TSIM SHA TSUI, KOWLOON",61,,RL,,2019-10-03,Wan Chai,Turkish,$51-100,201901
277 DESSERTS TAVERN,114.16999,Hong Kong Style,22.32583,"G/F, 244 FA YUEN STREET, MONG KOK, KOWLOON",62,,RL,,2019-04-16,Wan Chai,Dessert,Below $50,201901
28 Sumiyaki,114.20055,Japanese,22.2917,"SHOP NO. 6, G/F., CHINA UNITED CENTRE, 28 MARBLE ROAD, NORTH POINT, HONG KONG",11,Japanese,RL,,2019-08-28,Central,Roast Meat,$401-800,201901
28 居酒屋,114.12982,Western,22.28323,"SHOP J, G/F., TUNG HING MANSION, NO. 41-55 BELCHER'S STREET, KENNEDY TOWN, HONG KONG",18,International,RR,,2019-07-19,Sai Kung,Family Friendly,$51-100,201901
298 NIKUYA ROOM,114.1549,Japanese,22.28296,"2/F., PEARL ORIENTAL HOUSE, NO. 60 STANLEY STREET, HONG KONG",18,Japanese,RL,,2019-11-24,Central,Roast Meat,$401-800,201901
298 Nikuya Kitchen,114.17502,Japanese,22.29918,"SHOP C, 3/F, CHINA INSURANCE BUILDING, 48 CAMERON ROAD, TSIM SHA TSUI, KOWLOON",61,Japanese,RL,,2019-05-02,Central,Roast Meat,$401-800,201901
2DP,114.17389,,22.29964,"G/F, THE LAMMA TOWER, 12-12A HAU FOOK STREET, TSIM SHA TSUI, KOWLOON",61,,RR,,2019-01-11,,,,201901
328 茶餐廳,114.17772,Hong Kong Style,22.36628,"SHOP NO 217, G/F, DD 189, LOT 1631, TIN SAM VILLAGE, TAI WAI, SHA TIN, NEW TERRITORIES",97,,RL,,2019-05-31,Tai Wai,Skewer,Below $50,201901
33 . KYOTO,114.17793,Hong Kong Style,22.27723,"G/F., NO. 1A WOOD ROAD, WAN CHAI, HONG KONG",12,Tea Restaurant,RR,,2019-05-16,Kowloon City,Tea Restaurant,$51-100,201901
338 Bar,114.17906,Western,22.37698,"SHOP C, G/F, LIN FUNG HOUSE, 82-86 CHIK CHUEN STREET, TAI WAI, SHA TIN, NEW TERRITORIES",97,International,RR,,2019-10-31,Tai Wai,Wine,$101-200,201901
39 Vietnam Home,114.17055,,22.31155,"SHOP 3, G/F, ARTS MANSION, 4-6 MAN MING LANE AND 46-58 ARTHUR STREET, YAU MA TEI, KOWLOON",61,,RR,,2019-05-19,,,,201901
3D,114.1725,Western,22.30285,"11/F, HON KWOK JORDAN CENTRE, 7 HILLWOOD ROAD, KOWLOON",61,Western,RR,#B,2019-12-23,Lai Chi Kok,Western,$101-200,201901
3H ISLAND,114.01211,South-east Asia,22.43468,"SHOP A, B/F & G/F (PORTION), KAR WAH BUILDING, 11-17 CASTLE PEAK ROAD (SAN HUI), TUEN MUN, NEW TERRITORIES",93,,RL,#E#F#G#H,2019-04-25,Tsim Sha Tsui,,$101-200,201901
3H ISLAND,114.17149,South-east Asia,22.30345,"10TH FLOOR, LONDON PLAZA, 219 NATHAN ROAD, JORDAN, KOWLOON",61,,RL,#G#H,2019-11-28,Tsim Sha Tsui,,$101-200,201901
3RD SPACE,114.1484,Western,22.28497,"G/F., NO. 16 UPPER STATION STREET, SHEUNG WAN, HONG KONG",18,"Western, International",RR,,2019-04-15,Sheung Wan,International,$101-200,201901
3T BAR,114.17894,Western,22.27454,"MINOR PORTION, G/F., 387-397 QUEEN'S ROAD EAST, HONG KONG",12,Western,RR,,2019-07-08,Wan Chai,Wine,$101-200,201901
3T 廚房,114.16806,,22.44961,"SHOP 222A, LEVEL 2, PLOVER COVE GARDEN, 3 PLOVER COVE ROAD, TAI PO, NEW TERRITORIES",95,,RL,,2019-05-14,,,,201901
3Z,114.15636,Japanese,22.33821,"G/F (PORTION) & BASEMENT, CHINACHEM 333 PLAZA, 333 CASTLE PEAK ROAD, SHAM SHUI PO, KOWLOON",63,Japanese,RR,,2019-02-03,Tsim Sha Tsui,Sushi/Sashimi,$401-800,201901
3hreesixty,114.16166,Western,22.30492,"SHOP NO. 1090 (PORTION N), FIRST LEVEL AT ELEMENTS, UNION SQUARE, 1 AUSTIN ROAD WEST, KOWLOON STATION, KOWLOON",61,Western,RL,#G#H,2019-01-18,Tuen Mun,,$101-200,201901
41B,114.19757,Taiwan,22.33473,"G/F, 7 HONG KEUNG STREET, SAN PO KONG, KOWLOON",53,,RL,,2020-01-25,Yuen Long,Dessert,Below $50,201901
42ND Davis,114.12667,Western,22.2814,"SHOP G3, G/F., SINCERE WESTERN HOUSE, 38 DAVIS STREET, KENNEDY TOWN, HONG KONG",18,,RL,,2019-06-28,Western District,,$201-400,201901
5019 Premium Factory,114.15294,,22.28234,"G/F., 46 GRAHAM STREET, CENTRAL, HONG KONG",18,,RL,,2019-11-15,,,,201901
52 Tai Nan,114.16666,Japanese,22.32477,"G/F, 52 TAI NAN STREET, MONG KOK, KOWLOON",62,Japanese,RL,#G#H,2019-08-19,Prince Edward,Hot Pot,$201-400,201901
52HZ,114.23048,Mainland China,22.28073,"SHOP 3D, G/F., TUNG PO MANSION, NOS. 4, 8 & 10 SHAU KEI WAN MAIN STREET EAST, SHAU KEI WAN, HONG KONG",11,Guangdong,RL,#F,2019-07-10,Tsim Sha Tsui,Hong Kong Style,$101-200,201901
6 天冰室,114.16455,Western,22.32518,"UNIT B, G/F, WINKI HOUSE, 209 TONG MI ROAD, MONG KOK, KOWLOON",62,Western,RL,,2019-07-09,Cheung Sha Wan,Coffee Shop,$51-100,201901
616 十二味,114.18007,Hong Kong Style,22.28022,"SHOP C, G/F., TIMES TOWER, 391-407 JAFFE ROAD, WAN CHAI, HONG KONG",12,,RL,,2019-07-27,Mong Kok,Hot Pot,$201-400,201901
616燒肉酒場,114.1795,,22.37468,"SHOP 4 & 5, G/F, HO SZE HOUSE, 62 CHIK FUK STREET, TAI WAI, NEW TERRITORIES",97,,RL,#G,2019-05-08,,,,201901
616牛肉火鍋專門店,114.02786,Hong Kong Style,22.44241,"SHOP 95 TO 100, G/F , FU SHING BUILDING, 9 SAI CHING STREET, YUEN LONG, NEW TERRITORIES",94,,RL,,2019-06-14,Mong Kok,Hot Pot,$201-400,201901
616牛肉火鍋專門店,114.16333,Hong Kong Style,22.45269,"ROOM 18, LEVEL 1, GREENERY PLAZA, 3 CHUI YI STREET, TAI PO, NEW TERRITORIES",95,,RL,,2019-04-18,Mong Kok,Hot Pot,$201-400,201901
616牛肉火鍋專門店,114.17804,Hong Kong Style,22.37537,"SHOP C & D, G/F, CHIK HONG MANSION, 33 CHIK FU STREET, TAI WAI, SHA TIN, NEW TERRITORIES",97,,RL,,2019-06-19,Mong Kok,Hot Pot,$201-400,201901
66 Cafe,114.19659,,22.29198,"G/F., 66 WHARF ROAD, NORTH POINT, HONG KONG",11,,RL,,2019-07-30,,,,201901
66 HOT POT,114.17888,,22.31551,"SHOP NO. 7, G/F & M/F, NGAI HING MANSION, 74-76 HAK PO STREET, 2-24 PAK PO STREET & 5 YIM PO FONG STREET, MONG KOK, KOWLOON",62,,RL,,2019-02-02,,,,201901
68 Cafe,114.02368,Western,22.44202,"SHOP 6-7, G/F, YEE HONG BUILDING, 2 ON CHUN LANE, YUEN LONG, NEW TERRITORIES",94,Western,RL,,2019-09-06,Yuen Long,,Below $50,201901
68 Pub,114.1792,Western,22.37446,"G/F, 1, KAM FAI BLDG, CHIK SAU LANE, SHA TIN, NEW TERRITORIES",97,International,RR,,2019-06-30,Mong Kok,Wine,$101-200,201901
68茶餐廳,114.17799,Hong Kong Style,22.37555,"SHOP NO 1, G/F, RICH COURT, 31 CHIK FU STREET, TAI WAI, SHA TIN, NEW TERRITORIES",97,,RL,,2019-01-26,North Point,Sichuan,$201-400,201901
693 GROUP LIMITED,114.20898,Mainland China,22.33498,"G/F, NO. 27 KAM CHI PATH, NGAU CHI WAN, KOWLOON",53,Stir-Fry,RR,,2019-11-05,Wan Chai,Stir-Fry,$51-100,201901
6V Pub,114.16845,Western,22.44868,"G/F, 12 TUNG SAU SQUARE, TAI PO, NEW TERRITORIES",95,International,RR,,2019-06-30,Prince Edward,Wine,$101-200,201901
6號士多,113.99358,Hong Kong Style,22.44681,"G/F, NO. 6 HA TSUEN SHI, HTSL 19 S.A., YUEN LONG, NEW TERRITORIES",94,Tea Restaurant,RR,,2019-05-17,Yuen Long,Tea Restaurant,Below $50,201901
7-ELEVEN FOOD STORE,114.17558,,22.28107,"PORTION C OF SHOP NO. G6, G/F., HARBOUR CENTRE, 25 HARBOUR ROAD, WAN CHAI, HONG KONG",12,,RR,,2019-12-13,,,,201901
701 PLACE,114.03008,Western,22.42236,"LOT NO. 124 S.A & 125 S.A SS. 1 IN D.D. 117, G/F, NO.701 SHUI TSIU SAN TSUEN, TAI TONG ROAD, YUEN LONG, NEW TERRITORIES",94,International,RL,,2019-03-02,Yuen Long,,$51-100,201901
759車仔麵,113.96675,,22.37257,"SHOP NOS. 73 - 74, OCEAN WALK, 168-236 WU CHUI ROAD, TUEN MUN, NEW TERRITORIES",93,,RL,,2019-12-22,,,,201901
759車仔麵,114.20377,,22.32388,"SHOP 2, G/F, KOWLOON BAY INTERNATIONAL TRADE & EXHIBITION CENTRE, NO. 1 TRADEMART DRIVE, KOWLOON BAY, KOWLOON",51,,RR,,2019-07-02,,,,201901
759雲吞麵,114.15657,Hong Kong Style,22.33484,"SHOP NO. 1, G/F, ANCILLARY FACILITIES BLOCK, CHEUNG SHA WAN ESTATE, KOWLOON",63,Noodles/Rice Noodles,RL,,2019-04-14,Tseung Kwan O,Noodles/Rice Noodles,Below $50,201901
8 IZAKAYA,114.10743,Japanese,22.37428,"FLAT 1, G/F, 8 OBSERVATORY ROAD, TSIM SHA TSUI, KOWLOON",61,Japanese,RL,#G#H,2019-04-10,Mong Kok,Robatayaki,$101-200,201901
8 OWL,114.15235,Japanese,22.28455,"G/F., NOS. 2 AND 8 ON WO LANE, CENTRAL, HONG KONG",18,"Japanese, Western",RL,,2019-08-07,Mong Kok,Western,$101-200,201901
8 OZ,114.15403,Hong Kong Style,22.24361,"SHOP B, G/F., NO. 132 MAIN STREET AP LEI CHAU, HONG KONG",15,,RL,,2019-08-03,San Po Kong,Food Stall Noodles,Below $50,201901
8090 u+me cafe,113.99977,Western,22.46282,"SHOP NO. NG02,  T TOWN NORTH, TIN YUET ESTATE, 33 AND 39 TIN WAH ROAD, TIN SHUI WAI, YUEN LONG, NEW TERRITORIES",94,Western,RL,,2019-07-11,Mong Kok,Upper-floor Cafe,$201-400,201901
80后冰室,114.13923,Hong Kong Style,22.36944,"SHOP 12, G/F, SHUI KING BUILDING, 138-184 WO YI HOP ROAD, KWAI CHUNG, NEW TERRITORIES",91,Western,RR,,2019-07-16,Kwai Chung,Western,$51-100,201901
811 Sichuan Cuisine,114.17274,Mainland China,22.31916,"SHOP F, G/F, LISA HOUSE, 33-37 NELSON STREET, 12-14A YIM PO FONG STREET, MONG KOK, KOWLOON",62,,RL,,2019-05-13,Mong Kok,Hot Pot,$201-400,201901
82,114.11751,Western,22.36783,"SHOP 24, G/F, SHEK PIK RESETTLEMENT, 12-26 LUEN YAN STREET, TSUEN WAN, NEW TERRITORIES",92,International,RR,,2019-06-04,Tsuen Wan,Wine,$201-400,201901
83 Fast Food,114.19131,Western,22.32852,"G/F, 74 TAK KU LING ROAD, KOWLOON CITY, KOWLOON",52,Western,RL,,2019-05-26,Tai Po,Pizza,$51-100,201901
85C,114.25095,Taiwan,22.26077,"PORTION A OF SHOP NO. G01, GROUND FLOOR, SIU SAI WAN PLAZA (FORMING PART OF COMMERCIAL / CAR PARK BLOCKS), SIU SAI WAN ESTATE, SIU SAI WAN ROAD, CHAI WAN, HONG KONG",11,Bakery,RR,,2019-08-05,Yau Tong,Bakery,Below $50,201901
85℃,114.14673,Taiwan,22.24382,"PORTION A OF UNIT NO. G07 & G08, G/F., MARINA SQUARE, WEST COMMERCIAL BLOCK, SOUTH HORIZONS, APLEICHAU, HONG KONG",15,Bakery,RR,,2020-01-14,To Kwa Wan,Bakery,Below $50,201901
85℃,114.18964,Taiwan,22.32039,"PORTION A OF SHOPS B017 + B018, G/F, CHING LONG SHOPPING CENTRE, KOWLOON CITY, KOWLOON",52,Bakery,RR,,2020-01-18,To Kwa Wan,Bakery,Below $50,201901
85℃,114.29338,Taiwan,22.27823,"PORTION A OF SHOP NO. 111 ON FIRST FLOOR, DOMAIN, YAU TONG, KOWLOON",51,Bakery,RR,,2019-05-14,To Kwa Wan,Bakery,Below $50,201901
88 Bar Limited,114.17858,Hong Kong Style,22.27765,"13/F, 197-199 WAN CHAI ROAD, WAN CHAI, HONG KONG",12,,RR,#B,2019-02-06,Fo Tan,Online Shop/ Food Distributor,Below $50,201901
88 RONIN JAPANESE RESTAURANT,114.15602,Japanese,22.28076,"6/F., M88 WELLINGTON PLACE, NOS. 2-8 WELLINGTON STREET, CENTRAL, HONG KONG",18,Japanese,RL,#F#G#H,2019-08-14,North Point,Ramen,$101-200,201901
